YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,SPECIES_CODE,STAT,NUMBER_HOOKS,BARE,BAIT,INVALID,HAGFISH_SLIME,UNKNOWN,NUMBERS,DISCARD_STATUS_CODE,DISCARD_STATUS,SUBSET_CONDITION_CODE,Subset No
1999,603,1,710,18613,CHARLES T,8/18/1999 13:20,,1075,13C,78.8,,,11,10,710,345631,73,52,5,0,0,0,11,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/18/1999 13:20,,1075,13C,78.8,,,11,10,710,345631,73,52,5,0,0,0,2,2,"Discarded, not marketable",1,13
1999,603,1,710,18613,CHARLES T,8/18/1999 13:20,,1075,13C,78.8,,,11,10,710,345631,74,51,1,2,0,0,16,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/18/1999 13:20,,1075,13C,78.8,,,11,10,710,345631,71,42,5,0,0,0,18,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,75,28,26,4,0,0,11,1,Retained,1,1
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,75,27,24,0,0,0,17,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,76,5,56,2,0,0,8,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,74,21,35,2,0,0,9,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,73,19,32,0,0,0,15,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,75,8,59,0,0,0,6,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,76,15,31,0,0,0,21,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,74,10,28,7,0,0,22,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,75,21,26,0,0,0,19,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,77,26,22,9,0,0,15,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,76,14,25,0,0,0,27,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,76,14,25,0,0,0,1,2,"Discarded, not marketable",1,11
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,76,14,25,0,0,0,1,4,Lost,1,11
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,74,48,9,1,0,0,11,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,58,37,0,0,0,0,15,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,58,37,0,0,0,0,1,4,Lost,1,13
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,75,44,10,0,0,0,14,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/18/1999 16:31,,1075,13C,78.8,,,12,7,710,345631,75,36,4,1,0,0,24,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,73,19,34,3,0,0,11,1,Retained,1,1
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,73,19,34,3,0,0,2,4,Lost,1,1
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,72,15,37,0,0,0,14,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,77,19,36,0,0,0,18,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,77,19,36,0,0,0,1,2,"Discarded, not marketable",1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,77,19,36,0,0,0,1,4,Lost,1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,21,33,0,0,0,10,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,21,33,0,0,0,1,4,Lost,1,4
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,75,10,49,0,0,0,11,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,16,34,0,0,0,19,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,16,34,0,0,0,2,2,"Discarded, not marketable",1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,16,34,0,0,0,1,4,Lost,1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,12,42,0,0,0,12,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,73,24,32,0,0,0,12,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,76,20,33,0,0,0,17,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,76,20,33,0,0,0,1,4,Lost,1,9
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,75,24,18,0,0,0,19,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,75,24,18,0,0,0,1,4,Lost,1,10
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,76,15,36,0,0,0,14,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,75,16,22,0,0,0,27,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,74,32,17,0,0,0,15,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,72,30,23,0,0,0,13,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,72,30,23,0,0,0,1,4,Lost,1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,70,18,20,10,0,0,16,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 10:22,,1075,13C,78.8,,,13,6,710,345631,70,18,20,10,0,0,1,4,Lost,1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,32,8,1,0,0,28,1,Retained,1,1
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,32,8,1,0,0,1,2,"Discarded, not marketable",1,1
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,32,8,1,0,0,2,4,Lost,1,1
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,73,26,21,5,0,0,17,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,73,26,21,5,0,0,2,4,Lost,1,2
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,76,30,12,0,0,0,29,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,76,30,12,0,0,0,1,4,Lost,1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,78,36,15,0,0,0,19,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,78,36,15,0,0,0,2,4,Lost,1,4
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,75,42,11,0,0,0,19,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,75,42,11,0,0,0,1,4,Lost,1,5
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,79,32,15,2,0,0,25,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,79,32,15,2,0,0,1,2,"Discarded, not marketable",1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,77,32,25,0,0,0,17,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,77,32,25,0,0,0,1,4,Lost,1,7
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,76,27,18,0,0,0,25,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,76,27,18,0,0,0,4,4,Lost,1,8
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,31,18,0,0,0,21,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,31,18,0,0,0,2,4,Lost,1,9
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,44,11,0,0,0,17,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,25,23,0,0,0,22,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,25,23,0,0,0,2,4,Lost,1,11
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,43,6,0,0,0,21,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,74,43,6,0,0,0,1,4,Lost,1,12
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,73,41,8,0,0,0,22,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,77,45,5,0,0,0,25,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,77,45,5,0,0,0,1,4,Lost,1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,73,43,3,0,0,0,23,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,73,43,3,0,0,0,1,2,"Discarded, not marketable",1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 14:48,,1075,13C,78.8,,,14,4,710,345631,73,43,3,0,0,0,2,4,Lost,1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,78,20,37,0,0,0,20,1,Retained,1,1
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,77,45,13,0,0,0,16,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,77,45,13,0,0,0,1,4,Lost,1,2
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,95,38,31,0,0,0,22,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,95,38,31,0,0,0,1,4,Lost,1,3
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,55,24,22,0,0,0,9,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,40,14,1,0,0,15,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,37,18,0,0,0,17,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,37,18,0,0,0,1,4,Lost,1,6
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,40,10,1,0,0,19,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,40,10,1,0,0,1,4,Lost,1,7
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,80,47,15,0,0,0,15,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,80,47,15,0,0,0,1,4,Lost,1,8
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,75,24,31,0,0,0,17,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,75,24,31,0,0,0,2,4,Lost,1,9
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,76,34,20,0,0,0,19,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,76,34,20,0,0,0,1,3,"Discarded, too small",1,10
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,76,34,20,0,0,0,1,4,Lost,1,10
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,33,24,0,0,0,13,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,74,33,24,0,0,0,2,4,Lost,1,11
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,75,42,19,0,0,0,12,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,75,42,19,0,0,0,1,3,"Discarded, too small",1,12
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,75,42,19,0,0,0,1,4,Lost,1,12
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,73,28,27,0,0,0,16,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,73,28,27,0,0,0,1,3,"Discarded, too small",1,13
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,73,28,27,0,0,0,1,4,Lost,1,13
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,73,45,7,0,0,0,17,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,73,45,7,0,0,0,1,3,"Discarded, too small",1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,73,45,7,0,0,0,2,4,Lost,1,14
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,76,46,3,0,0,0,23,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,76,46,3,0,0,0,1,3,"Discarded, too small",1,15
1999,603,1,710,18613,CHARLES T,8/19/1999 18:20,,1075,13C,78.8,,,15,8,710,345631,76,46,3,0,0,0,1,4,Lost,1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,75,28,19,3,0,0,21,1,Retained,1,1
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,75,28,19,3,0,0,2,2,"Discarded, not marketable",1,1
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,71,22,20,0,0,0,21,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,71,22,20,0,0,0,2,4,Lost,1,2
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,75,18,35,0,0,0,13,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,71,19,43,0,0,0,7,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,71,19,43,0,0,0,1,4,Lost,1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,76,32,22,2,0,0,14,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,76,29,30,1,0,0,11,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,77,19,32,0,0,0,18,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,77,19,32,0,0,0,1,4,Lost,1,7
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,77,17,40,1,0,0,14,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,75,12,48,0,0,0,13,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,77,16,39,0,0,0,15,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,77,16,39,0,0,0,1,2,"Discarded, not marketable",1,10
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,77,7,48,0,0,0,16,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,72,13,30,6,0,0,17,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,72,13,30,6,0,0,1,2,"Discarded, not marketable",1,12
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,75,17,46,0,0,0,9,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,76,12,40,0,0,0,12,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/20/1999 7:32,,1075,13C,78.8,,,16,9,710,345631,75,5,64,1,0,0,2,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,37,4,19,0,0,0,6,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,74,35,17,0,0,0,11,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,73,16,17,0,0,0,14,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,73,16,17,0,0,0,1,3,"Discarded, too small",1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,74,14,23,0,0,0,11,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,74,14,23,0,0,0,1,4,Lost,1,5
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,78,26,24,2,0,0,11,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,78,26,24,2,0,0,1,2,"Discarded, not marketable",1,6
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,74,20,17,0,0,0,17,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,75,15,34,0,0,0,7,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,75,28,15,0,0,0,9,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,74,36,5,1,0,0,13,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,74,36,5,1,0,0,1,4,Lost,1,10
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,73,25,25,0,0,0,1,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,72,6,35,0,0,0,10,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,75,7,38,0,0,0,10,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,73,23,22,0,0,0,17,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,73,23,22,0,0,0,1,2,"Discarded, not marketable",1,14
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,75,20,22,0,0,0,12,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,75,20,22,0,0,0,1,2,"Discarded, not marketable",1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 11:32,,1075,13C,78.8,,,17,13,710,345631,75,20,22,0,0,0,1,4,Lost,1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,19,34,1,0,0,19,1,Retained,1,1
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,71,17,31,0,0,0,17,1,Retained,1,2
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,13,48,0,0,0,13,1,Retained,1,3
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,21,27,0,0,0,19,1,Retained,1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,21,27,0,0,0,1,2,"Discarded, not marketable",1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,21,27,0,0,0,1,4,Lost,1,4
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,72,22,22,0,0,0,22,1,Retained,1,5
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,74,18,28,0,0,0,20,1,Retained,1,6
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,78,24,28,0,0,0,17,1,Retained,1,7
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,78,24,28,0,0,0,1,4,Lost,1,7
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,73,21,26,0,0,0,20,1,Retained,1,8
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,15,40,0,0,0,17,1,Retained,1,9
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,78,18,41,0,0,0,16,1,Retained,1,10
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,21,29,0,0,0,20,1,Retained,1,11
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,21,29,0,0,0,1,3,"Discarded, too small",1,11
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,21,29,0,0,0,1,4,Lost,1,11
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,14,41,0,0,0,12,1,Retained,1,12
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,75,14,41,0,0,0,3,4,Lost,1,12
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,74,21,28,0,0,0,19,1,Retained,1,13
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,74,21,28,0,0,0,1,4,Lost,1,13
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,77,34,20,0,0,0,19,1,Retained,1,14
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,77,34,20,0,0,0,1,3,"Discarded, too small",1,14
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,26,12,0,0,0,28,1,Retained,1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,26,12,0,0,0,1,2,"Discarded, not marketable",1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,26,12,0,0,0,1,3,"Discarded, too small",1,15
1999,603,1,710,18613,CHARLES T,8/20/1999 14:22,,1075,13C,78.8,,,18,16,710,345631,76,26,12,0,0,0,1,4,Lost,1,15
1999,603,1,710,18613,CHARLES T,8/21/1999 6:42,,1075,13C,78.8,,,19,15,710,345631,73,9,25,24,0,0,14,1,Retained,2,1
