year,Project_cde,trip_no,date,julian_day,Stat,Mgmt_area,length,tag_no,tag_batch_no,release_condition_cde,discard_status,comments
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104817,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104818,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104819,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104820,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,8,T-104821,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104822,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.4,T-104823,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104824,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104825,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104826,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7,T-104827,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.8,T-104828,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104829,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.8,T-104830,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.7,T-104831,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.8,T-104832,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104833,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104834,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104835,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104836,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104837,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104838,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.9,T-104839,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104840,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104841,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.6,T-104842,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104843,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104844,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.8,T-104845,29,05,Retained; Bio. sample,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104846,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.6,T-104847,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.2,T-104848,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104849,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.2,T-104850,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.7,T-104851,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.9,T-104852,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.5,T-104853,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5,T-104854,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104855,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,7.2,T-104856,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104857,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.4,T-104858,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.5,T-104859,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.6,T-104860,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.9,T-104861,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104862,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.3,T-104863,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6,T-104864,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.6,T-104865,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104866,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,4.9,T-104867,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.7,T-104868,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,6.1,T-104869,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104870,29,05,Retained,NA
2020,11,1,2020-05-11,132,345701,NA,5.3,T-104871,29,05,Retained,NA
