year,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,no_hooks,hooks_bare,hooks_bait,hook_invalid,hooks_sablefish,discard_status_cde,discard_status
2009,603,2,26017,IDA-JUNE,2009-08-01,213,345631,710,11,44,15,7,0,1,04,Lost
2001,603,2,18613,CHARLES T,2001-08-09,221,345631,710,4,46,10,9,0,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-08,221,345603,710,2,45,14,0,7,3,04,Lost
2007,603,3,60168,SEA VIEW,2007-08-09,221,345701,710,13,45,4,27,0,1,04,Lost
2011,603,2,57935,KAIA,2011-07-26,207,345631,710,3,46,5,22,4,1,04,Lost
1998,603,3,26017,IDA-JUNE,1998-08-18,230,345731,710,12,119,14,65,1,3,04,Lost
2016,603,1,33468,Masonic,2016-07-30,212,345603,710,14,45,6,11,1,1,04,Lost
2016,603,1,33468,Masonic,2016-07-29,211,345603,710,8,45,16,18,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,9,41,6,15,4,1,04,Lost
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,9,43,8,20,1,1,04,Lost
2014,603,2,14796,MAGIA,2014-08-03,215,345631,710,5,46,12,5,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-26,208,345631,710,5,45,11,11,0,1,04,Lost
2013,603,3,57935,KAIA,2013-08-01,213,345731,710,10,45,3,29,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-03,215,345631,710,1,44,10,7,0,1,04,Lost
2016,603,1,33468,Masonic,2016-07-27,209,345631,710,4,45,6,18,0,3,04,Lost
1998,603,1,67161,OCEAN CAPE,1998-08-15,227,345603,710,8,86,11,26,0,1,04,Lost
1997,603,2,18613,CHARLES T,1997-08-10,222,345701,710,8,77,34,14,0,1,04,Lost
2007,603,3,60168,SEA VIEW,2007-08-07,219,345731,710,8,45,9,19,0,1,04,Lost
2017,603,1,33468,Masonic,2017-08-04,216,345603,710,12,45,8,24,1,1,04,Lost
2013,603,1,58282,COBRA,2013-08-03,215,345603,710,9,46,4,28,5,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,11,44,25,9,4,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-07,220,345603,710,1,43,8,21,0,1,04,Lost
2006,603,1,33468,MASONIC,2006-08-02,214,345603,710,2,44,13,11,0,1,04,Lost
2014,603,3,57935,KAIA,2014-08-02,214,345731,710,5,45,3,17,4,3,04,Lost
1998,603,2,18613,CHARLES T,1998-08-15,227,345701,710,7,75,30,21,0,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,8,44,9,14,2,2,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-05,217,345701,710,13,45,2,25,0,1,04,Lost
2007,603,2,18613,CHARLES T,2007-08-05,217,345631,710,2,45,24,2,0,1,04,Lost
2015,603,3,57935,KAIA,2015-07-27,208,345731,710,11,44,8,6,4,1,04,Lost
2e3,603,2,18613,CHARLES T,2000-08-23,236,345701,710,13,45,0,28,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,14,47,9,15,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,14,46,10,19,0,2,04,Lost
2018,603,2,57935,kaia,2018-08-09,221,345701,710,13,45,14,11,1,2,04,Lost
1997,603,1,69054,KRUZOF,1997-08-09,221,345603,710,8,108,23,56,0,1,04,Lost
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,4,45,9,8,0,1,04,Lost
2014,603,3,57935,KAIA,2014-08-02,214,345731,710,5,40,5,5,3,1,04,Lost
2013,603,3,57935,KAIA,2013-08-01,213,345731,710,11,45,3,24,2,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-05,217,345603,710,14,46,9,8,3,2,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-17,230,345731,710,5,45,7,20,0,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-29,211,345701,710,12,46,4,19,0,2,04,Lost
2013,603,3,57935,KAIA,2013-08-01,213,345731,710,12,46,5,22,0,1,04,Lost
2015,603,1,33468,MASONIC,2015-07-25,206,345631,710,4,45,6,19,1,1,04,Lost
2018,603,1,33468,Masonic,2018-08-05,217,345631,710,2,45,10,13,0,1,04,Lost
2018,603,1,33468,Masonic,2018-08-07,219,345631,710,6,47,8,16,0,2,04,Lost
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,11,43,15,3,0,2,04,Lost
2008,603,3,60168,SEA VIEW,2008-08-09,222,345731,710,9,44,1,31,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,9,48,8,19,0,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,2,38,10,15,0,1,04,Lost
1997,603,3,26017,IDA-JUNE,1997-08-08,220,345701,710,2,116,41,0,0,12,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-12,224,345731,710,10,45,14,13,0,1,04,Lost
2006,603,2,18613,CHARLES T,2006-08-05,217,345701,710,11,44,17,6,2,1,04,Lost
1998,603,3,26017,IDA-JUNE,1998-08-19,231,345701,710,14,124,35,25,1,3,04,Lost
2007,603,3,60168,SEA VIEW,2007-08-07,219,345731,710,8,45,5,28,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-05,217,345603,710,8,45,13,20,2,2,04,Lost
2e3,603,1,43565,SPIRIT,2000-08-22,235,345631,710,6,42,15,23,0,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-15,227,345631,710,5,45,4,12,0,3,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-05,217,345701,710,7,47,15,15,0,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-09,221,345731,710,2,45,27,0,0,2,04,Lost
2011,603,3,60168,SEAVIEW,2011-07-29,210,345701,710,14,44,17,15,1,1,04,Lost
2011,603,2,57935,KAIA,2011-07-29,210,345701,710,12,45,8,14,0,1,04,Lost
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,8,44,7,12,2,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-13,225,345701,710,13,44,15,7,0,3,04,Lost
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,13,16,0,1,04,Lost
2014,603,2,14796,MAGIA,2014-08-04,216,345701,710,9,47,2,17,0,2,04,Lost
2006,603,2,18613,CHARLES T,2006-08-06,218,345701,710,14,43,6,25,0,2,04,Lost
2009,603,1,50842,SHERRIE MARIE,2009-07-30,211,345603,710,3,44,5,15,0,1,04,Lost
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,8,45,16,4,0,3,04,Lost
2004,603,2,18613,CHARLES T,2004-08-05,218,345701,710,2,44,28,3,2,1,04,Lost
2006,603,2,18613,CHARLES T,2006-08-05,217,345701,710,10,44,5,23,3,1,04,Lost
1998,603,3,26017,IDA-JUNE,1998-08-18,230,345701,710,11,137,25,80,1,3,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-10,222,345731,710,5,45,6,11,0,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-16,228,345701,710,7,45,5,11,0,1,04,Lost
2001,603,2,18613,CHARLES T,2001-08-09,221,345631,710,3,47,16,13,2,2,04,Lost
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,13,45,5,22,0,3,04,Lost
2017,603,2,57935,Kaia,2017-08-02,214,345701,710,6,45,9,15,1,1,04,Lost
2005,603,3,60168,SEA VIEW,2005-07-29,210,345731,710,2,44,6,1,1,2,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-18,230,345731,710,8,154,52,39,1,3,04,Lost
2013,603,1,58282,COBRA,2013-08-01,213,345631,710,6,46,14,11,0,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-18,230,345701,710,13,44,6,24,1,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-16,228,345603,710,3,75,24,20,0,2,04,Lost
2012,603,1,33468,MASONIC,2012-07-25,207,345631,710,1,45,12,10,0,2,04,Lost
2006,603,1,33468,MASONIC,2006-08-05,217,345631,710,11,45,18,9,0,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,1,45,13,13,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-05,217,345603,710,1,48,13,8,2,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-18,231,345731,710,7,45,4,21,0,2,04,Lost
2017,603,3,14796,Magia,2017-08-01,213,345731,710,4,45,7,18,0,2,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345603,710,7,45,8,13,1,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,10,45,4,14,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-26,208,345631,710,2,45,22,3,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-08,220,345631,710,14,45,14,5,3,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-26,208,345631,710,4,45,5,11,0,2,04,Lost
2012,603,1,33468,MASONIC,2012-07-27,209,345631,710,6,45,8,23,0,3,04,Lost
1998,603,2,18613,CHARLES T,1998-08-15,227,345701,710,6,73,23,21,0,2,04,Lost
2003,603,1,33468,MASONIC,2003-08-08,220,345631,710,14,45,8,21,0,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-18,231,345731,710,8,45,14,13,1,1,04,Lost
2015,603,1,33468,MASONIC,2015-07-25,206,345631,710,3,44,8,15,3,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-27,209,345631,710,7,45,5,14,0,1,04,Lost
2005,603,3,60168,SEA VIEW,2005-07-28,209,345731,710,1,45,13,3,1,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-18,230,345701,710,15,45,11,11,0,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-29,210,345631,710,11,45,11,15,0,2,04,Lost
2012,603,3,57935,KAIA,2012-07-26,208,345731,710,6,44,5,8,0,2,04,Lost
2008,603,3,60168,SEA VIEW,2008-08-07,220,345731,710,1,45,7,4,0,3,04,Lost
2017,603,1,33468,Masonic,2017-08-03,215,345603,710,10,45,5,23,2,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,2,45,21,2,0,2,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-29,210,345631,710,13,45,27,4,0,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-09,222,345603,710,6,45,10,5,1,1,04,Lost
2001,603,2,18613,CHARLES T,2001-08-12,224,345701,710,15,43,8,24,0,1,04,Lost
2009,603,3,60168,SEA VIEW,2009-08-02,214,345701,710,14,44,6,20,4,2,04,Lost
2017,603,1,33468,Masonic,2017-08-03,215,345603,710,11,45,14,19,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-26,208,345731,710,6,41,4,3,1,1,04,Lost
2017,603,1,33468,Masonic,2017-08-03,215,345603,710,11,45,4,21,3,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,10,45,12,20,0,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-04,216,345603,710,9,45,6,11,8,2,04,Lost
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,44,17,5,0,1,04,Lost
2018,603,3,14796,Magia,2018-08-07,219,345731,710,6,44,10,25,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-07,219,345603,710,11,45,13,15,0,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,4,43,18,7,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,14,42,6,11,0,1,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-01,213,345731,710,1,45,7,21,0,2,04,Lost
2005,603,2,18613,CHARLES T,2005-07-29,210,345631,710,3,46,8,22,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,12,43,3,6,0,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,5,44,17,11,0,1,04,Lost
2001,603,1,20190,SYLVIA,2001-08-09,221,345631,710,3,45,24,3,1,3,04,Lost
2011,603,2,57935,KAIA,2011-07-26,207,345631,710,4,46,12,7,0,1,04,Lost
2018,603,2,57935,kaia,2018-08-05,217,345631,710,2,40,16,0,0,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-16,229,345731,710,2,46,2,29,4,1,04,Lost
2007,603,3,60168,SEA VIEW,2007-08-07,219,345731,710,8,45,5,21,0,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,5,44,22,7,1,1,04,Lost
2004,603,1,33468,MASONIC,2004-08-06,219,345603,710,3,45,11,12,0,1,04,Lost
1997,603,2,18613,CHARLES T,1997-08-10,222,345701,710,8,80,12,38,0,3,04,Lost
2010,603,2,26017,IDA JUNE,2010-08-04,216,345701,710,10,45,24,10,0,1,04,Lost
2017,603,2,57935,Kaia,2017-08-03,215,345701,710,10,45,8,10,0,3,04,Lost
2014,603,2,14796,MAGIA,2014-08-05,217,345701,710,13,44,12,4,2,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-17,230,345731,710,3,46,9,20,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-25,207,345731,710,1,42,17,5,1,1,04,Lost
2017,603,2,57935,Kaia,2017-08-03,215,345701,710,10,45,19,3,1,2,04,Lost
2002,603,2,18613,CHARLES T,2002-08-16,228,345701,710,9,46,2,28,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,14,46,7,6,0,4,04,Lost
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,7,49,8,24,0,1,04,Lost
2005,603,2,18613,CHARLES T,2005-07-31,212,345701,710,11,45,8,6,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-23,235,345701,710,23,150,52,40,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-05,217,345603,710,1,48,9,4,6,1,04,Lost
1998,603,1,67161,OCEAN CAPE,1998-08-14,226,345603,710,5,94,12,52,0,2,04,Lost
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,11,45,3,22,0,1,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-15,227,345731,710,5,45,7,21,0,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-25,207,345631,710,1,46,4,26,3,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-05,217,345603,710,12,45,5,15,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-29,210,345731,710,2,46,5,4,0,1,04,Lost
2015,603,3,57935,KAIA,2015-07-24,205,345731,710,1,45,7,16,2,1,04,Lost
2013,603,3,57935,KAIA,2013-07-29,210,345731,710,2,45,6,3,0,5,04,Lost
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,8,45,4,21,1,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,11,45,29,4,1,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-04,216,345701,710,4,45,31,9,3,2,04,Lost
1999,603,1,18613,CHARLES T,1999-08-20,232,345631,710,18,74,21,28,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-04,216,345631,710,4,45,17,1,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-20,232,345631,710,16,71,19,43,0,1,04,Lost
2014,603,2,14796,MAGIA,2014-08-06,218,345701,710,14,46,1,25,4,3,04,Lost
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,3,45,11,12,0,1,04,Lost
2009,603,2,26017,IDA-JUNE,2009-07-31,212,345701,710,8,44,13,13,1,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-05,217,345603,710,7,44,8,13,3,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-30,212,345701,710,15,44,6,25,0,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-27,208,345603,710,5,43,5,9,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-17,229,345731,710,5,113,29,36,3,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-11,223,345731,710,6,42,14,4,0,1,04,Lost
2018,603,2,57935,kaia,2018-08-06,218,345631,710,4,45,18,6,0,1,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-02,214,345731,710,6,46,2,25,2,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,48,13,4,12,2,04,Lost
2013,603,1,58282,COBRA,2013-07-30,211,345631,710,2,43,21,5,0,2,04,Lost
2017,603,1,33468,Masonic,2017-08-01,213,345631,710,4,45,8,27,0,1,04,Lost
1997,603,1,69054,KRUZOF,1997-08-08,220,345603,710,4,101,26,48,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-30,212,345603,710,14,42,9,14,0,1,04,Lost
2003,603,3,55900,ARCHANGEL,2003-08-04,216,345701,710,3,45,10,8,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-30,211,345731,710,5,46,8,20,1,2,04,Lost
2008,603,1,33468,MASONIC,2008-08-09,222,345603,710,7,43,9,12,0,3,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,9,45,17,9,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,9,43,12,13,0,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-02,214,345631,710,3,44,11,11,1,1,04,Lost
2004,603,3,NA,ARCHANGEL,2004-08-10,223,345731,710,15,46,9,24,0,1,04,Lost
2011,603,2,57935,KAIA,2011-07-29,210,345701,710,14,50,8,5,21,1,04,Lost
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,7,45,7,22,4,1,04,Lost
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,12,14,2,2,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,45,7,7,1,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,8,44,9,19,1,1,04,Lost
2013,603,1,58282,COBRA,2013-08-03,215,345603,710,8,44,12,14,0,1,04,Lost
2018,603,3,14796,Magia,2018-08-07,219,345731,710,8,45,5,32,0,1,04,Lost
2018,603,3,14796,Magia,2018-08-07,219,345731,710,6,44,5,23,2,2,04,Lost
2001,603,1,20190,SYLVIA,2001-08-09,221,345631,710,4,43,23,3,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,7,44,5,13,1,2,04,Lost
2018,603,3,14796,Magia,2018-08-05,217,345731,710,2,44,6,26,0,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-29,211,345701,710,13,44,2,19,0,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,11,45,15,8,0,1,04,Lost
2018,603,3,14796,Magia,2018-08-07,219,345731,710,7,47,10,2,14,2,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345631,710,8,45,5,15,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-17,229,345631,710,7,76,29,30,0,2,04,Lost
2016,603,1,33468,Masonic,2016-07-30,212,345603,710,13,45,20,0,0,1,04,Lost
2011,603,2,57935,KAIA,2011-07-26,207,345631,710,5,47,10,4,4,3,04,Lost
2001,603,2,18613,CHARLES T,2001-08-11,223,345701,710,9,46,28,3,0,1,04,Lost
2018,603,2,57935,kaia,2018-08-08,220,345701,710,9,44,11,18,2,1,04,Lost
2017,603,3,14796,Magia,2017-08-04,216,345701,710,12,45,9,21,1,1,04,Lost
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,8,43,3,18,0,1,04,Lost
2006,603,2,18613,CHARLES T,2006-08-04,216,345701,710,8,42,10,5,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-17,229,345631,710,8,76,19,37,0,1,04,Lost
2003,603,3,55900,ARCHANGEL,2003-08-04,216,345701,710,3,44,13,12,0,1,04,Lost
2006,603,1,33468,MASONIC,2006-08-03,215,345603,710,5,48,0,19,0,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,4,44,14,9,0,2,04,Lost
2018,603,3,14796,Magia,2018-08-08,220,345731,710,9,45,15,16,0,2,04,Lost
2016,603,3,57935,Kaia,2016-07-27,209,345731,710,5,45,16,10,2,2,04,Lost
2001,603,2,18613,CHARLES T,2001-08-09,221,345631,710,5,43,13,2,0,1,04,Lost
2007,603,3,60168,SEA VIEW,2007-08-07,219,345731,710,7,46,4,24,2,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,13,44,14,6,2,2,04,Lost
2003,603,3,55900,ARCHANGEL,2003-08-05,217,345731,710,6,45,6,12,3,2,04,Lost
2006,603,1,33468,MASONIC,2006-08-04,216,345603,710,6,45,12,10,0,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-20,233,345701,710,14,45,12,10,0,1,04,Lost
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,1,45,8,18,0,1,04,Lost
2014,603,2,14796,MAGIA,2014-08-01,213,345631,710,1,41,5,7,14,1,04,Lost
2018,603,3,14796,Magia,2018-08-09,221,345701,710,13,45,21,5,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-08,220,345631,710,14,44,21,8,3,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-04,216,345631,710,4,44,23,5,0,2,04,Lost
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,6,45,9,17,3,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345603,710,7,45,9,13,2,1,04,Lost
1997,603,2,18613,CHARLES T,1997-08-10,222,345701,710,10,75,25,16,0,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-26,207,345603,710,3,48,14,1,12,1,04,Lost
2006,603,1,33468,MASONIC,2006-08-05,217,345631,710,9,44,10,17,0,4,04,Lost
2005,603,2,18613,CHARLES T,2005-07-31,212,345701,710,12,46,6,21,4,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-04,216,345701,710,3,46,19,5,4,1,04,Lost
2e3,603,2,18613,CHARLES T,2000-08-23,236,345701,710,11,44,6,23,1,1,04,Lost
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,8,44,2,9,8,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-28,210,345701,710,11,45,3,17,4,1,04,Lost
2005,603,3,60168,SEA VIEW,2005-07-30,211,345731,710,6,44,4,15,6,1,04,Lost
1997,603,3,26017,IDA-JUNE,1997-08-12,224,345731,710,12,126,51,28,0,2,04,Lost
2018,603,2,57935,kaia,2018-08-09,221,345701,710,11,46,7,16,1,3,04,Lost
2007,603,3,60168,SEA VIEW,2007-08-08,220,345731,710,10,45,6,11,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,10,41,15,13,2,2,04,Lost
2001,603,2,18613,CHARLES T,2001-08-10,222,345701,710,7,45,14,16,0,1,04,Lost
2013,603,1,58282,COBRA,2013-08-03,215,345603,710,8,46,25,3,9,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,4,47,7,22,0,1,04,Lost
2018,603,1,33468,Masonic,2018-08-07,219,345631,710,6,44,7,21,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-27,209,345631,710,7,45,11,12,7,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-29,210,345631,710,13,45,26,3,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-05,217,345603,710,7,44,9,13,0,2,04,Lost
2007,603,2,18613,CHARLES T,2007-08-09,221,345701,710,12,45,4,16,0,2,04,Lost
2012,603,3,57935,KAIA,2012-07-28,210,345731,710,10,45,3,13,0,5,04,Lost
2012,603,1,33468,MASONIC,2012-07-27,209,345631,710,7,44,5,15,0,1,04,Lost
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,8,45,10,22,1,1,04,Lost
2018,603,2,57935,kaia,2018-08-07,219,345701,710,7,42,17,2,0,2,04,Lost
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,12,45,5,19,1,1,04,Lost
2010,603,2,26017,IDA JUNE,2010-08-01,213,345701,710,1,45,5,20,0,2,04,Lost
2018,603,2,57935,kaia,2018-08-05,217,345631,710,2,46,12,2,0,2,04,Lost
1999,603,1,18613,CHARLES T,1999-08-20,232,345631,710,15,74,33,24,0,2,04,Lost
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,12,46,8,26,0,1,04,Lost
2010,603,2,26017,IDA JUNE,2010-08-01,213,345701,710,2,45,7,7,0,2,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-19,231,345701,710,11,76,44,6,5,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-10,222,345731,710,5,45,8,5,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,11,45,15,9,0,1,04,Lost
2016,603,1,33468,Masonic,2016-07-27,209,345631,710,3,43,14,10,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,10,46,15,1,0,3,04,Lost
2005,603,2,18613,CHARLES T,2005-07-28,209,345631,710,2,45,20,1,0,1,04,Lost
1998,603,3,26017,IDA-JUNE,1998-08-18,230,345731,710,12,154,23,78,8,2,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-27,209,345631,710,6,45,10,8,0,2,04,Lost
2011,603,2,57935,KAIA,2011-07-25,206,345631,710,1,40,7,10,3,2,04,Lost
2013,603,3,57935,KAIA,2013-07-30,211,345731,710,4,45,7,18,1,2,04,Lost
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,10,46,10,1,13,3,04,Lost
2014,603,3,57935,KAIA,2014-08-01,213,345731,710,2,43,5,16,3,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-15,227,345631,710,7,44,12,18,0,2,04,Lost
2008,603,1,33468,MASONIC,2008-08-10,223,345631,710,8,45,11,8,1,2,04,Lost
2013,603,3,57935,KAIA,2013-07-30,211,345731,710,5,46,9,14,0,2,04,Lost
2008,603,1,33468,MASONIC,2008-08-10,223,345631,710,8,41,12,5,5,1,04,Lost
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,46,12,12,5,1,04,Lost
1997,603,3,26017,IDA-JUNE,1997-08-10,222,345731,710,6,143,30,8,0,3,04,Lost
2011,603,3,60168,SEAVIEW,2011-07-28,209,345731,710,10,45,7,19,0,2,04,Lost
2003,603,1,33468,MASONIC,2003-08-07,219,345603,710,12,45,11,15,0,2,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-02,214,345731,710,6,45,4,23,0,2,04,Lost
1998,603,2,18613,CHARLES T,1998-08-17,229,345701,710,15,72,24,9,0,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-07,219,345631,710,12,45,14,16,1,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,2,45,13,6,0,3,04,Lost
2013,603,1,58282,COBRA,2013-08-01,213,345631,710,5,45,8,24,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,13,46,7,16,1,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-16,228,345731,710,1,97,33,34,2,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,2,41,12,8,0,1,04,Lost
2013,603,3,57935,KAIA,2013-08-01,213,345731,710,10,45,5,26,0,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-07,219,345631,710,12,45,14,8,1,1,04,Lost
2016,603,1,33468,Masonic,2016-07-27,209,345631,710,2,45,16,9,0,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-08,221,345603,710,2,45,14,4,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-07-30,211,345603,710,7,42,8,15,0,3,04,Lost
2006,603,3,60168,SEA VIEW,2006-08-04,216,345731,710,7,46,1,30,0,1,04,Lost
