year,Mgmt_area,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,start_lat,start_lon,end_lat,end_lon,depth,length,weight,age,Sex,Maturity,age_type_code,age_readability,tag_no,discard_status,release_condition_cde
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-092373,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092374,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092375,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,T-092376,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092377,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092378,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,T-092379,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092380,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092381,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092382,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,T-092383,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092384,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092385,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092386,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092387,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-092388,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092389,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092390,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092391,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092392,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,T-092393,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092394,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092395,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092396,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092397,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092398,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092399,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092400,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092401,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092402,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092403,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092404,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092405,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092406,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092407,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092408,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092409,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092410,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-092411,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092412,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-092413,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092414,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092415,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092416,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092417,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,T-092418,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092419,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092420,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092421,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-092422,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092423,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092424,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092425,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,T-092426,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092427,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092428,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092429,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092430,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092431,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092432,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-092433,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092434,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-092435,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092436,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-092437,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092438,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092439,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-092440,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092441,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092442,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092443,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092444,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,T-092445,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092446,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092447,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-092448,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092449,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,T-092450,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,T-092451,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-092452,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-092453,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092454,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092455,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092456,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092457,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092458,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092459,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092460,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-092461,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092462,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-092464,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092465,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092466,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092467,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092468,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092469,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092470,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092471,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092472,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092473,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-092474,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-092475,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092476,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092477,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092478,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,T-092479,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092480,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T-092481,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092482,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092483,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092484,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092485,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092486,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092487,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-092488,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092489,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092490,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092491,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-092492,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092493,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092494,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092495,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092496,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092497,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092498,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092499,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-092500,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-092501,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-092502,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092503,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092504,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-092505,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092506,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092507,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092508,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092509,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092510,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092511,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092512,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-092513,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092514,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092515,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,T-092516,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092517,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092518,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092519,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,T-092520,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,T-092521,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092522,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,T-092523,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092524,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-092525,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092526,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-092527,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092528,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-092529,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092530,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-092531,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-092532,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-092533,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092534,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092535,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092536,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,T-092537,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092538,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092539,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-092540,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-092541,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-092542,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-092543,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092544,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-092545,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-092546,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-092547,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-092548,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-092549,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,4,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-092550,Tagged and released,01
