year,tag_no,tag_batch_no,rel_date,rel_stat,rel_len,rel_bin,rec_date,rec_stat,rec_len,rec_bin,growth
2013,T-063437,23,2013-06-06,345631,60,60,2013-06-11,345631,60,60,0
2013,T-064495,23,2013-06-05,345631,61,60,2013-08-05,345603,62,60,1
2013,T-064674,23,2013-06-07,345603,59,60,2013-08-05,345603,60.5,60,1.5
2013,T-064773,23,2013-06-07,345603,61,60,2013-08-05,0,61,60,0
2013,T-065282,23,2013-06-09,345603,61,60,2013-08-01,345631,62,60,1
2013,T-065389,23,2013-06-09,345603,62,60,2013-08-05,345603,64.5,65,2.5
2013,T-066014,23,2013-06-12,345631,60,60,2013-12-19,0,60,60,0
2013,T-066065,23,2013-06-13,335701,62,60,2013-12-31,0,64,65,2
2015,T-066476,24,2015-05-19,345803,60,60,2015-07-26,345731,60,60,0
2015,T-066844,24,2015-05-21,345731,61,60,2015-07-26,345731,63,65,2
2015,T-066885,24,2015-05-21,345731,60,60,2015-07-26,345731,60,60,0
2015,T-067106,24,2015-05-22,345731,59,60,2015-07-28,345701,61,60,2
2015,T-067117,24,2015-05-22,345731,61,60,2015-07-26,345731,64,65,3
2015,T-067161,24,2015-05-22,345731,61,60,2015-07-26,345731,62,60,1
2015,T-068024,24,2015-05-23,345701,60,60,2015-07-26,345701,63,65,3
2015,T-068900,24,2015-05-25,345701,61,60,2015-09-24,345701,62,60,1
2015,T-069176,24,2015-05-25,345701,58,60,2015-07-28,345701,59,60,1
2015,T-069549,24,2015-05-26,345701,59,60,2015-07-29,345701,59,60,0
2015,T-069597,24,2015-05-26,345701,58,60,2015-07-26,345731,59,60,1
2015,T-069944,24,2015-05-27,345701,58,60,2015-06-02,345631,58,60,0
2015,T-070298,24,2015-06-02,345631,62,60,2015-07-29,345701,64,65,2
2015,T-070520,24,2015-06-01,345631,61,60,2015-07-26,345631,61,60,0
2015,T-070989,24,2015-06-04,345631,62,60,2015-07-28,345701,62,60,0
2015,T-071519,24,2015-06-04,345631,58,60,2015-07-25,345631,59,60,1
2015,T-071899,24,2015-06-05,345631,59,60,2015-07-25,345631,60,60,1
2015,T-072203,24,2015-06-06,345603,59,60,2015-07-29,345603,60,60,1
2017,T-074817,25,2017-05-19,345731,62,60,2017-09-20,345731,64,65,2
2017,T-074947,25,2017-05-19,345731,58,60,2017-08-05,0,59,60,1
2017,T-075274,25,2017-05-19,345701,58,60,2017-08-04,345701,59,60,1
2017,T-075287,25,2017-05-19,345701,62,60,2017-08-04,345701,63,65,1
2017,T-075728,25,2017-05-20,345701,60,60,2017-08-03,345701,61,60,1
2017,T-076074,25,2017-05-21,345701,62,60,2017-08-04,345701,64,65,2
2017,T-077707,25,2017-05-29,345603,59,60,2017-08-03,345603,59,60,0
2017,T-079709,25,2017-06-02,345631,62,60,2017-07-31,345631,62,60,0
2017,T-079825,25,2017-06-03,345631,59,60,2017-08-02,345701,60,60,1
2017,T-080178,25,2017-06-04,345631,59,60,2017-08-01,345631,60,60,1
2018,T-081641,26,2018-05-16,345731,62,60,2018-05-16,345731,62,60,0
2018,T-081708,26,2018-05-16,345731,61,60,2018-08-07,345731,63,65,2
2018,T-081805,26,2018-05-16,345731,60,60,2018-08-07,345731,61,60,1
2018,T-083931,26,2018-05-19,345701,62,60,2018-08-09,345701,64,65,2
2018,T-083938,26,2018-05-19,345701,59,60,2018-08-09,345701,60,60,1
2018,T-083963,26,2018-05-19,345701,58,60,2018-08-09,345701,59,60,1
2018,T-084052,26,2018-05-19,345701,58,60,2018-08-07,345631,59,60,1
2018,T-084231,26,2018-05-19,345701,62,60,2018-10-23,0,63,65,1
2018,T-084279,26,2018-05-19,345701,60,60,2018-09-24,345701,61,60,1
2018,T-084718,26,2018-05-20,345701,59,60,2018-08-09,345701,60,60,1
2018,T-084745,26,2018-05-20,345701,62,60,2018-08-09,345701,63,65,1
2018,T-084904,26,2018-05-20,345701,58,60,2018-08-09,345701,59,60,1
2018,T-085501,26,2018-05-22,345701,59,60,2018-08-09,345701,60,60,1
2018,T-086331,26,2018-05-23,345701,58,60,2018-08-07,345631,59,60,1
2018,T-086642,26,2018-05-28,345631,59,60,2018-08-09,345701,59,60,0
2018,T-087035,26,2018-05-28,345631,59,60,2018-08-07,345631,61,60,2
2018,T-087593,26,2018-05-30,345631,60,60,2018-06-03,345631,60,60,0
2018,T-087692,26,2018-05-30,345631,62,60,2018-08-10,345603,63,65,1
2018,T-087722,26,2018-05-30,345631,59,60,2018-08-09,345701,60,60,1
2018,T-088110,26,2018-06-01,345603,59,60,2018-08-07,345631,60,60,1
2018,T-088130,26,2018-06-01,345603,61,60,2018-08-10,345603,61,60,0
2018,T-088936,26,2018-06-02,345631,62,60,2018-08-06,345631,64,65,2
2018,T-088943,26,2018-06-02,345631,59,60,2018-08-07,345631,61,60,2
2018,T-089261,26,2018-06-04,345631,61,60,2018-08-07,345631,62,60,1
2018,T-089537,26,2018-06-04,345631,59,60,2018-08-07,345631,60,60,1
2018,T-089542,26,2018-06-04,345631,62,60,2018-08-06,345631,64,65,2
2018,T-089945,26,2018-06-04,345631,62,60,2018-08-07,345631,62,60,0
2018,T-090064,26,2018-06-04,345631,60,60,2018-08-09,345701,62,60,2
2019,T-093994,28,2019-05-18,345701,60,60,2019-07-28,345701,61,60,1
2019,T-094207,28,2019-05-18,345701,60,60,2019-07-28,345701,62,60,2
2019,T-094703,28,2019-05-19,345701,61,60,2019-09-08,345701,61,60,0
2019,T-094801,28,2019-05-19,345701,62,60,2019-07-28,345701,62,60,0
2019,T-094911,28,2019-05-19,345701,60,60,2019-07-28,345701,60,60,0
2019,T-095670,28,2019-05-20,345701,60,60,2019-07-28,345701,61,60,1
2019,T-096622,28,2019-05-22,345701,59,60,2019-07-26,345631,59,60,0
2019,T-096782,28,2019-05-22,345701,60,60,2019-07-26,345701,62,60,2
2019,T-097566,28,2019-05-27,345631,60,60,2019-09-23,0,61,60,1
2019,T-097614,28,2019-05-28,345631,61,60,2019-07-26,345701,63,65,2
2019,T-098203,28,2019-05-28,345631,61,60,2019-07-26,345631,62,60,1
2019,T-098911,28,2019-05-30,345631,59,60,2019-10-10,0,59,60,0
2019,T-099598,28,2019-05-31,345603,61,60,2019-07-26,345631,61,60,0
2019,T-099871,28,2019-05-31,345603,61,60,2019-07-29,345603,62,60,1
2019,T-099878,28,2019-05-31,345603,59,60,2019-07-29,345603,59,60,0
2019,T-100088,28,2019-05-31,345603,59,60,2019-07-29,345603,60,60,1
2019,T-100116,28,2019-05-31,345603,60,60,2019-07-29,345603,61,60,1
2019,T-100128,28,2019-05-31,345603,59,60,2019-07-29,345603,59,60,0
2019,T-101308,28,2019-06-02,345631,60,60,2019-07-26,345631,61,60,1
2005,T-05-0181,16,2005-06-03,345701,63,65,2005-08-02,345701,63,65,0
2005,T-05-0433,16,2005-06-03,345731,67,65,2005-07-30,345731,68,70,1
2005,T-05-0694,16,2005-06-05,345731,64,65,2005-07-30,345731,67,65,3
2005,T-05-0700,16,2005-06-05,345731,67,65,2005-11-15,0,68,70,1
2005,T-05-0761,16,2005-06-05,345731,66,65,2005-07-30,345731,68,70,2
2005,T-05-0821,16,2005-06-04,345731,67,65,2005-10-26,345701,67,65,0
2005,T-05-1235,16,2005-06-06,345803,65,65,2005-07-30,345731,67,65,2
2005,T-05-1353,16,2005-06-06,345803,66,65,2005-12-09,0,66,65,0
2005,T-05-1446,16,2005-06-06,345803,63,65,2005-10-01,345731,65,65,2
2005,T-05-1608,16,2005-06-07,345803,66,65,2005-10-22,0,66,65,0
2005,T-05-1625,16,2005-06-07,345803,66,65,2005-10-01,345731,67,65,1
2005,T-05-1880,16,2005-06-08,345731,66,65,2005-07-30,345731,68,70,2
2005,T-05-3458,16,2005-06-11,345702,65,65,2005-08-25,0,65,65,0
2005,T-05-3605,16,2005-06-12,345631,66,65,2005-08-18,345803,66,65,0
2005,T-05-3677,16,2005-06-12,345631,64,65,2005-07-30,345701,65,65,1
2005,T-05-3761,16,2005-06-12,345631,64,65,2005-08-01,345701,64,65,0
2005,T-05-4174,16,2005-06-13,345631,66,65,2005-09-27,0,66,65,0
2005,T-05-4292,16,2005-06-13,345631,63,65,2005-09-27,0,63,65,0
2005,T-05-4328,16,2005-06-13,345631,67,65,2005-10-15,0,68,70,1
2005,T-05-4391,16,2005-06-13,345631,66,65,2005-09-27,0,66,65,0
2005,T-05-4488,16,2005-06-13,345631,64,65,2005-07-30,345631,65,65,1
2005,T-05-5193,16,2005-06-14,345631,64,65,2005-12-06,0,64,65,0
2005,T-05-5517,16,2005-06-15,345603,66,65,2005-09-13,0,68,70,2
2005,T-05-5941,16,2005-06-16,345631,63,65,2005-11-02,0,64,65,1
2005,T-05-6329,16,2005-06-16,345631,63,65,2005-07-30,345631,63,65,0
2005,T-05-6477,16,2005-06-17,345701,63,65,2005-09-01,0,66,65,3
2005,T-05-6889,16,2005-06-18,345701,63,65,2005-07-30,345631,63,65,0
2005,T-05-6890,16,2005-06-18,345701,66,65,2005-10-24,0,67,65,1
2005,T-05-6996,16,2005-06-18,345701,64,65,2005-09-27,0,65,65,1
2006,T-018094,17,2006-06-02,345701,63,65,2006-08-06,345701,64,65,1
2006,T-018132,17,2006-06-02,345701,67,65,2006-11-09,0,68,70,1
2006,T-018200,17,2006-06-02,345701,64,65,2006-08-06,345701,66,65,2
2006,T-018643,17,2006-06-03,345701,65,65,2006-08-06,345701,66,65,1
2006,T-020170,17,2006-06-14,345701,63,65,2006-11-10,0,63,65,0
2006,T-020408,17,2006-06-15,345701,63,65,2006-08-06,345701,63,65,0
2006,T-020769,17,2006-06-16,345701,63,65,2006-08-06,345631,64,65,1
2006,T-021021,17,2006-06-16,345701,64,65,2006-10-05,0,66,65,2
2006,T-022110,17,2006-06-20,345631,66,65,2006-08-06,345631,66,65,0
2006,T-022382,17,2006-06-21,345631,63,65,2006-08-25,345803,63,65,0
2006,T-022451,17,2006-06-21,345631,64,65,2006-09-03,345631,65,65,1
2006,T-022985,17,2006-06-23,345603,63,65,2006-08-03,345603,63,65,0
2007,T-023522,18,2007-06-03,345701,67,65,2007-08-09,345731,67,65,0
2007,T-023838,18,2007-06-03,345731,65,65,2007-08-10,345701,69,70,4
2007,T-024090,18,2007-06-04,345731,63,65,2007-08-17,345701,63,65,0
2007,T-024272,18,2007-06-04,345731,65,65,2007-08-10,345701,65,65,0
2007,T-024298,18,2007-06-04,345731,65,65,2007-08-18,0,66,65,1
2007,T-025354,18,2007-06-07,345701,67,65,2007-08-10,345701,67,65,0
2007,T-026777,18,2007-06-09,345701,64,65,2007-10-20,345631,64,65,0
2007,T-027373,18,2007-06-15,345701,64,65,2007-08-07,345631,64,65,0
2007,T-027413,18,2007-06-16,345631,64,65,2007-08-07,345631,65,65,1
2007,T-028205,18,2007-06-18,345631,63,65,2007-09-17,0,63,65,0
2007,T-028267,18,2007-06-19,345631,66,65,2007-08-07,0,66,65,0
2007,T-028917,18,2007-06-22,345603,63,65,2007-08-10,345701,64,65,1
2007,T-028946,18,2007-06-22,345603,67,65,2007-08-06,345603,67,65,0
2007,T-029225,18,2007-06-24,345631,63,65,2007-09-15,0,63,65,0
2007,T-029369,18,2007-06-23,345603,63,65,2007-08-10,345631,64,65,1
2008,T-029837,19,2008-06-02,345731,63,65,2008-08-11,345701,66,65,3
2008,T-030121,19,2008-06-03,345731,64,65,2008-08-09,345731,64,65,0
2008,T-030505,19,2008-06-05,345731,66,65,2008-08-09,345731,67,65,1
2008,T-030688,19,2008-06-06,345731,64,65,2008-10-01,345701,64,65,0
2008,T-031213,19,2008-06-08,345701,66,65,2008-10-01,345701,67,65,1
2008,T-031428,19,2008-06-08,345701,64,65,2008-09-23,0,64,65,0
2008,T-031606,19,2008-06-08,345701,64,65,2008-08-11,345701,65,65,1
2008,T-031630,19,2008-06-08,345701,65,65,2008-08-21,0,65,65,0
2008,T-031794,19,2008-06-09,345701,66,65,2008-08-11,345701,67,65,1
2008,T-031874,19,2008-06-09,345701,65,65,2008-08-09,0,65,65,0
2008,T-033400,19,2008-06-17,345631,67,65,2008-08-11,345701,68,70,1
2008,T-033406,19,2008-06-17,345631,66,65,2008-08-21,0,66,65,0
2008,T-033664,19,2008-06-18,345631,66,65,2008-08-09,345631,67,65,1
2008,T-033671,19,2008-06-18,345631,67,65,2008-09-25,345631,68,70,1
2008,T-033700,19,2008-06-18,345631,66,65,2008-10-30,345631,66,65,0
2008,T-033828,19,2008-06-18,345631,64,65,2008-08-17,345631,64,65,0
2008,T-033997,19,2008-06-20,345631,67,65,2008-08-08,345603,68,70,1
2008,T-034895,19,2008-06-24,345603,65,65,2008-08-08,345603,66,65,1
2009,T-035779,20,2009-06-02,345731,64,65,2009-08-01,345731,66,65,2
2009,T-037759,20,2009-06-07,345701,67,65,2009-09-03,345631,68,70,1
2009,T-037767,20,2009-06-07,345701,66,65,2009-08-20,0,66,65,0
2009,T-037791,20,2009-06-07,345701,64,65,2009-08-03,345701,66,65,2
2009,T-037869,20,2009-06-07,345701,63,65,2009-08-03,345701,65,65,2
2009,T-038037,20,2009-06-07,345701,67,65,2009-08-03,345631,72,70,5
2009,T-038399,20,2009-06-08,345631,63,65,2009-08-03,345631,65,65,2
2009,T-038892,20,2009-06-09,345631,65,65,2009-08-03,345631,67,65,2
2009,T-038946,20,2009-06-09,345631,66,65,2009-07-31,345701,67,65,1
2009,T-039178,20,2009-06-09,345631,65,65,2009-09-02,345631,66,65,1
2009,T-039495,20,2009-06-13,345631,65,65,2009-09-02,345631,67,65,2
2009,T-039809,20,2009-06-15,345631,67,65,2009-10-26,345631,67,65,0
2009,T-039868,20,2009-06-15,345631,66,65,2009-11-12,345631,66,65,0
2009,T-040629,20,2009-06-17,345603,63,65,2009-08-20,0,63,65,0
2009,T-040980,20,2009-06-18,345603,65,65,2009-08-17,345701,67,65,2
2009,T-041410,20,2009-06-20,345631,67,65,2009-11-12,345631,68,70,1
2009,T-041444,20,2009-06-20,345631,64,65,2009-08-03,345631,65,65,1
2009,T-041582,20,2009-06-20,345631,66,65,2009-09-24,345701,66,65,0
2009,T-041629,20,2009-06-20,345631,67,65,2009-07-31,0,67,65,0
2009,T-041685,20,2009-06-20,345631,64,65,2009-08-03,345631,65,65,1
2009,T-041753,20,2009-06-20,345701,66,65,2009-08-03,345631,68,70,2
2010,T-044533,21,2010-06-05,345803,66,65,2010-08-28,345803,67,65,1
2010,T-045861,21,2010-06-08,345701,64,65,2010-08-06,345701,66,65,2
2010,T-045973,21,2010-06-09,345701,64,65,2010-08-06,345701,66,65,2
2010,T-046112,21,2010-06-09,345701,67,65,2010-08-06,0,68,70,1
2010,T-047053,21,2010-06-09,345631,66,65,2010-10-20,345631,67,65,1
2010,T-047063,21,2010-06-09,345631,66,65,2010-08-03,345701,67,65,1
2010,T-047741,21,2010-06-16,345631,67,65,2010-08-03,345631,69,70,2
2010,T-047777,21,2010-06-16,345631,63,65,2010-08-03,345631,66,65,3
2010,T-047795,21,2010-06-16,345631,66,65,2010-08-17,345631,69,70,3
2010,T-047948,21,2010-06-17,345631,67,65,2010-08-06,345631,68,70,1
2010,T-048334,21,2010-06-17,345631,63,65,2010-08-06,0,64,65,1
2010,T-048434,21,2010-06-17,345631,67,65,2010-08-17,345631,69,70,2
2010,T-048718,21,2010-06-18,345631,64,65,2010-08-25,345631,65,65,1
2010,T-049158,21,2010-06-19,345631,64,65,2010-10-22,0,64,65,0
2010,T-049192,21,2010-06-19,345631,67,65,2010-08-03,345631,69,70,2
2010,T-049672,21,2010-06-20,345603,65,65,2010-08-06,345603,65,65,0
2010,T-050302,21,2010-06-21,345603,63,65,2010-08-06,345603,64,65,1
2012,T-052515,22,2012-05-27,345701,67,65,2012-09-10,0,80,80,13
2012,T-053802,22,2012-05-30,345701,63,65,2012-12-08,0,64,65,1
2012,T-053831,22,2012-05-30,345701,65,65,2012-10-15,345631,68,70,3
2012,T-053927,22,2012-05-30,345701,66,65,2012-10-28,0,66,65,0
2012,T-054543,22,2012-06-05,345631,63,65,2012-07-28,345603,65,65,2
2012,T-054617,22,2012-06-05,345631,66,65,2012-07-26,345631,66,65,0
2012,T-054697,22,2012-06-05,345631,65,65,2012-06-11,345631,65,65,0
2012,T-055770,22,2012-06-06,345631,63,65,2012-07-27,345701,64,65,1
2012,T-056063,22,2012-06-07,345631,64,65,2012-07-25,345631,64,65,0
2012,T-056239,22,2012-06-07,345631,67,65,2012-07-27,345631,67,65,0
2012,T-056675,22,2012-06-07,345631,66,65,2012-07-26,345731,66,65,0
2012,T-057909,22,2012-06-11,345631,64,65,2012-07-27,345603,64,65,0
2012,T-057916,22,2012-06-11,345631,66,65,2012-07-26,345631,66,65,0
2013,T-058139,23,2013-05-21,345803,64,65,2013-08-04,345631,66,65,2
2013,T-058333,23,2013-05-21,345803,63,65,2013-10-23,0,64,65,1
2013,T-058356,23,2013-05-21,345803,63,65,2013-12-17,0,63,65,0
2013,T-058720,23,2013-05-23,345803,65,65,2013-12-06,0,65,65,0
2013,T-058849,23,2013-05-23,345731,66,65,2013-08-01,345731,66,65,0
2013,T-059022,23,2013-05-23,345731,64,65,2013-08-01,345731,66,65,2
2013,T-059052,23,2013-05-23,345731,64,65,2013-08-03,345731,64,65,0
2013,T-059316,23,2013-05-24,345731,66,65,2013-08-01,345731,67,65,1
2013,T-059348,23,2013-05-24,345731,65,65,2013-12-06,0,65,65,0
2013,T-059456,23,2013-05-24,345731,63,65,2013-12-05,0,63,65,0
2013,T-059559,23,2013-05-25,345701,66,65,2013-12-22,0,66,65,0
2013,T-059593,23,2013-05-25,345701,64,65,2013-07-30,345701,66,65,2
2013,T-059821,23,2013-05-25,345701,63,65,2013-08-01,345731,63,65,0
2013,T-060194,23,2013-05-25,345701,67,65,2013-08-01,345731,69,70,2
2013,T-060399,23,2013-05-26,345701,63,65,2013-08-04,345701,64,65,1
2013,T-060906,23,2013-05-27,345701,63,65,2013-08-01,345631,63,65,0
2013,T-061276,23,2013-05-28,345701,64,65,2013-08-04,345701,65,65,1
2013,T-062036,23,2013-05-30,345631,67,65,2013-08-01,0,68,70,1
2013,T-062131,23,2013-05-30,345631,63,65,2013-06-04,345631,63,65,0
2013,T-062333,23,2013-05-31,335701,64,65,2013-12-27,0,65,65,1
2013,T-062688,23,2013-06-05,345631,63,65,2013-08-05,345603,63,65,0
2013,T-063171,23,2013-06-06,345631,66,65,2013-09-14,345631,66,65,0
2013,T-063403,23,2013-06-06,345631,65,65,2013-10-03,0,65,65,0
2013,T-063570,23,2013-06-06,345631,64,65,2013-08-01,345631,64,65,0
2013,T-063593,23,2013-06-07,345603,67,65,2013-08-05,0,67,65,0
2013,T-064130,23,2013-06-04,345631,64,65,2013-08-04,345631,65,65,1
2013,T-064543,23,2013-06-05,345631,66,65,2013-12-09,0,66,65,0
2013,T-064716,23,2013-06-07,345603,67,65,2013-08-05,345603,67.5,65,0.5
2013,T-064776,23,2013-06-07,345603,64,65,2013-12-02,0,66,65,2
2013,T-065065,23,2013-06-09,345603,63,65,2013-08-05,345603,63,65,0
2013,T-065548,23,2013-06-10,345631,67,65,2013-09-14,345631,67,65,0
2015,T-066573,24,2015-05-19,345803,63,65,2015-08-18,345803,63,65,0
2015,T-066574,24,2015-05-19,345803,64,65,2015-09-16,345803,65,65,1
2015,T-066615,24,2015-05-21,345803,63,65,2015-07-28,345701,63,65,0
2015,T-067517,24,2015-05-23,345731,65,65,2015-07-28,345701,66,65,1
2015,T-067676,24,2015-05-23,345701,65,65,2015-07-28,345701,66,65,1
2015,T-068384,24,2015-05-24,345701,64,65,2015-07-28,345701,65,65,1
2015,T-068506,24,2015-05-24,345701,67,65,2015-09-24,345701,68,70,1
2015,T-068713,24,2015-05-25,345701,65,65,2015-07-26,345631,66,65,1
2015,T-068784,24,2015-05-25,345701,67,65,2015-07-29,345701,67,65,0
2015,T-068812,24,2015-05-25,345701,67,65,2015-07-29,345731,67,65,0
2015,T-069128,24,2015-05-25,345701,65,65,2015-07-29,345701,65,65,0
2015,T-069220,24,2015-05-26,345701,63,65,2015-07-26,345631,63,65,0
2015,T-069381,24,2015-05-26,345701,65,65,2015-07-25,345631,65,65,0
2015,T-069638,24,2015-05-26,345701,67,65,2015-07-29,345631,67,65,0
2015,T-069698,24,2015-05-26,345701,63,65,2015-07-28,345701,64,65,1
2015,T-069935,24,2015-05-27,345701,63,65,2015-07-29,345701,64,65,1
2015,T-070186,24,2015-06-02,345631,64,65,2015-07-29,345701,64,65,0
2015,T-070241,24,2015-06-02,345631,67,65,2015-07-29,345701,67,65,0
2015,T-070388,24,2015-06-01,345631,63,65,2015-07-26,345631,64,65,1
2015,T-070453,24,2015-06-01,345631,66,65,2015-07-26,345631,67,65,1
2015,T-070504,24,2015-06-01,345631,64,65,2015-07-26,345701,65,65,1
2015,T-070623,24,2015-06-01,345631,64,65,2015-07-25,345631,66,65,2
2015,T-071319,24,2015-06-04,345631,66,65,2015-07-26,345631,68,70,2
2015,T-071475,24,2015-06-04,345631,65,65,2015-09-10,0,65,65,0
2017,T-075987,25,2017-05-21,345701,63,65,2017-10-03,0,63,65,0
2017,T-077903,25,2017-05-29,345603,64,65,2017-08-04,345603,65,65,1
2017,T-078676,25,2017-05-31,345631,67,65,2017-08-02,345631,67,65,0
2017,T-078868,25,2017-06-01,345631,65,65,2017-08-01,345631,72,70,7
2017,T-079623,25,2017-06-02,345631,65,65,2017-07-31,345631,65,65,0
2017,T-080074,25,2017-06-04,345631,64,65,2017-08-01,345631,65,65,1
2017,T-080205,25,2017-06-04,345631,63,65,2017-08-01,345631,64,65,1
2018,T-080630,26,2018-05-14,345803,67,65,2018-08-07,345731,68,70,1
2018,T-082133,26,2018-05-16,345731,63,65,2018-08-07,345731,65,65,2
2018,T-083536,26,2018-05-18,345701,67,65,2018-11-01,355601,68,70,1
2018,T-084264,26,2018-05-19,345701,65,65,2018-08-09,345701,65,65,0
2018,T-086808,26,2018-05-28,345631,64,65,2018-10-06,345631,65,65,1
2018,T-086879,26,2018-05-28,345631,63,65,2018-08-07,345631,64,65,1
2018,T-087078,26,2018-05-28,345631,66,65,2018-08-07,345631,68,70,2
2018,T-087198,26,2018-05-28,345631,65,65,2018-08-09,345701,66,65,1
2018,T-088090,26,2018-06-01,345603,66,65,2018-08-10,345603,67,65,1
2018,T-088284,26,2018-06-01,345603,64,65,2018-08-10,345603,67,65,3
2018,T-088960,26,2018-06-02,345631,67,65,2018-08-07,345631,69,70,2
2018,T-088984,26,2018-06-02,345631,67,65,2018-08-07,345631,69,70,2
2018,T-089100,26,2018-06-02,345631,63,65,2018-08-10,345603,64,65,1
2018,T-090181,26,2018-06-04,345631,65,65,2018-08-07,345631,66,65,1
2019,T-092190,28,2019-05-16,345731,67,65,2019-09-19,345631,68,70,1
2019,T-093512,28,2019-05-17,345701,64,65,2019-07-28,345701,64,65,0
2019,T-096495,28,2019-05-22,345701,65,65,2019-09-11,345701,66,65,1
2019,T-096885,28,2019-05-27,345631,67,65,2019-07-26,345701,68,70,1
2019,T-098593,28,2019-05-29,345631,64,65,2019-07-26,345631,65,65,1
2019,T-099045,28,2019-05-30,345631,67,65,2019-07-29,345631,67,65,0
2019,T-099061,28,2019-05-30,345631,63,65,2019-10-10,0,64,65,1
2019,T-099108,28,2019-05-30,345631,64,65,2019-10-10,0,65,65,1
2019,T-099137,28,2019-05-30,345631,67,65,2019-07-29,345631,68,70,1
2019,T-099807,28,2019-05-31,345603,65,65,2019-07-29,345631,65,65,0
2019,T-100111,28,2019-05-31,345603,64,65,2019-07-26,345631,65,65,1
2019,T-100322,28,2019-06-01,345603,64,65,2019-07-26,345631,65,65,1
2019,T-100343,28,2019-06-01,345603,67,65,2019-07-29,345603,68,70,1
2019,T-100452,28,2019-06-01,345603,66,65,2019-09-19,345631,67,65,1
2019,T-100722,28,2019-06-01,345603,66,65,2019-09-19,345631,67,65,1
2019,T-100876,28,2019-06-02,345631,63,65,2019-09-19,345631,63,65,0
2019,T-101512,28,2019-06-02,345631,66,65,2019-07-26,345631,67,65,1
2005,T-05-0946,16,2005-06-04,345731,68,70,2005-08-18,0,69,70,1
2005,T-05-1233,16,2005-06-06,345803,68,70,2005-12-28,0,69,70,1
2005,T-05-1539,16,2005-06-07,345803,69,70,2005-09-29,345631,71,70,2
2005,T-05-3413,16,2005-06-09,345701,68,70,2005-08-01,345701,69,70,1
2005,T-05-3746,16,2005-06-12,345631,70,70,2005-09-27,0,70,70,0
2005,T-05-3772,16,2005-06-12,345631,69,70,2005-08-02,345631,69,70,0
2005,T-05-3817,16,2005-06-12,345631,71,70,2005-11-27,0,71,70,0
2005,T-05-4096,16,2005-06-13,345631,69,70,2005-08-18,345803,70,70,1
2005,T-05-4216,16,2005-06-13,345631,71,70,2005-10-04,0,73,75,2
2005,T-05-4217,16,2005-06-13,345631,70,70,2005-09-27,0,72,70,2
2005,T-05-4330,16,2005-06-13,345631,69,70,2005-07-29,345603,70,70,1
2005,T-05-5211,16,2005-06-14,345631,69,70,2005-08-19,345631,70,70,1
2005,T-05-5420,16,2005-06-15,345603,70,70,2005-10-04,0,72,70,2
2005,T-05-5500,16,2005-06-15,345603,69,70,2005-09-09,0,69,70,0
2005,T-05-6244,16,2005-06-16,345631,70,70,2005-07-29,345603,70,70,0
2005,T-05-6256,16,2005-06-16,345631,68,70,2005-08-01,345701,69,70,1
2005,T-05-6415,16,2005-06-16,345631,72,70,2005-07-29,345603,73,75,1
2005,T-05-7120,16,2005-06-18,345701,70,70,2005-11-15,0,70,70,0
2006,T-018555,17,2006-06-03,345701,69,70,2006-08-06,345701,70,70,1
2006,T-018698,17,2006-06-03,345701,71,70,2006-09-22,0,71,70,0
2006,T-019222,17,2006-06-04,345803,70,70,2006-08-22,345803,71,70,1
2006,T-019230,17,2006-06-04,345803,70,70,2006-09-01,345803,70,70,0
2006,T-019447,17,2006-06-05,345731,68,70,2006-08-30,0,68,70,0
2006,T-019752,17,2006-06-13,345701,68,70,2006-08-06,345701,69,70,1
2006,T-019937,17,2006-06-13,345701,69,70,2006-08-06,345631,70,70,1
2006,T-020117,17,2006-06-14,345701,72,70,2006-08-19,0,72,70,0
2006,T-020987,17,2006-06-16,345701,69,70,2006-08-17,345701,70,70,1
2006,T-021217,17,2006-06-17,345631,68,70,2006-08-06,345631,68,70,0
2006,T-021915,17,2006-06-20,345631,68,70,2006-08-06,345631,68,70,0
2006,T-022026,17,2006-06-20,345631,71,70,2006-08-06,345631,71,70,0
2006,T-022354,17,2006-06-21,345631,72,70,2006-08-30,0,73,75,1
2006,T-022366,17,2006-06-21,345631,69,70,2006-08-06,345631,69,70,0
2006,T-022524,17,2006-06-21,345631,68,70,2006-09-19,345603,68,70,0
2006,T-022879,17,2006-06-23,345631,68,70,2006-08-03,345603,69,70,1
2007,T-023760,18,2007-06-03,345731,70,70,2007-08-07,345731,72,70,2
2007,T-023844,18,2007-06-03,345731,68,70,2007-09-08,0,69,70,1
2007,T-024336,18,2007-06-04,345731,72,70,2007-10-19,345701,72,70,0
2007,T-024938,18,2007-06-06,345803,71,70,2007-08-18,345803,71,70,0
2007,T-025645,18,2007-06-07,345701,72,70,2007-08-10,345701,73,75,1
2007,T-026625,18,2007-06-09,345701,70,70,2007-08-18,345631,70,70,0
2007,T-027150,18,2007-06-15,345701,69,70,2007-08-10,345631,69,70,0
2007,T-027610,18,2007-06-16,345631,72,70,2007-08-18,345631,72,70,0
2007,T-027879,18,2007-06-17,345631,68,70,2007-08-10,345701,69,70,1
2007,T-027892,18,2007-06-17,345631,72,70,2007-08-06,345603,73,75,1
2007,T-027919,18,2007-06-17,345631,69,70,2007-09-29,345631,69,70,0
2007,T-028057,18,2007-06-18,345631,69,70,2007-09-18,0,70,70,1
