Source,Sex,year,age,n,proportion,N_year,N,weight,proportion_scaled,Age
LL fishery,Sex combined,2008,15,41,0.0268,1532,25643,0.059743399758218615,0.001601123113520259,15
LL fishery,Sex combined,2008,16,30,0.0196,1532,25643,0.059743399758218615,0.0011709706352610847,16
LL fishery,Sex combined,2008,17,21,0.0137,1532,25643,0.059743399758218615,8.184845766875951e-4,17
LL fishery,Sex combined,2008,18,21,0.0137,1532,25643,0.059743399758218615,8.184845766875951e-4,18
LL fishery,Sex combined,2008,19,18,0.0117,1532,25643,0.059743399758218615,6.989977771711579e-4,19
LL fishery,Sex combined,2008,20,13,0.0085,1532,25643,0.059743399758218615,5.078188979448583e-4,20
LL fishery,Sex combined,2008,21,17,0.0111,1532,25643,0.059743399758218615,6.631517373162267e-4,21
LL fishery,Sex combined,2008,22,14,0.0091,1532,25643,0.059743399758218615,5.436649377997894e-4,22
LL fishery,Sex combined,2008,23,26,0.017,1532,25643,0.059743399758218615,0.0010156377958897166,23
LL fishery,Sex combined,2008,24,25,0.0163,1532,25643,0.059743399758218615,9.738174160589633e-4,24
LL fishery,Sex combined,2008,25,22,0.0144,1532,25643,0.059743399758218615,8.60304956518348e-4,25
LL fishery,Sex combined,2008,26,30,0.0196,1532,25643,0.059743399758218615,0.0011709706352610847,26
LL fishery,Sex combined,2008,27,24,0.0157,1532,25643,0.059743399758218615,9.379713762040322e-4,27
LL fishery,Sex combined,2008,28,20,0.0131,1532,25643,0.059743399758218615,7.826385368326639e-4,28
LL fishery,Sex combined,2008,29,38,0.0248,1532,25643,0.059743399758218615,0.0014816363140038216,29
LL fishery,Sex combined,2008,30,19,0.0124,1532,25643,0.059743399758218615,7.408181570019108e-4,30
LL fishery,Sex combined,2008,31,20,0.0131,1532,25643,0.059743399758218615,7.826385368326639e-4,31
LL fishery,Sex combined,2008,32,23,0.015,1532,25643,0.059743399758218615,8.961509963732792e-4,32
LL fishery,Sex combined,2008,33,19,0.0124,1532,25643,0.059743399758218615,7.408181570019108e-4,33
LL fishery,Sex combined,2008,34,12,0.0078,1532,25643,0.059743399758218615,4.659985181141052e-4,34
LL fishery,Sex combined,2008,35,16,0.0104,1532,25643,0.059743399758218615,6.213313574854735e-4,35
LL fishery,Sex combined,2008,36,10,0.0065,1532,25643,0.059743399758218615,3.88332098428421e-4,36
LL fishery,Sex combined,2008,37,10,0.0065,1532,25643,0.059743399758218615,3.88332098428421e-4,37
LL fishery,Sex combined,2008,38,6,0.0039,1532,25643,0.059743399758218615,2.329992590570526e-4,38
LL fishery,Sex combined,2008,39,5,0.0033,1532,25643,0.059743399758218615,1.9715321920212142e-4,39
LL fishery,Sex combined,2008,40,1,7e-4,1532,25643,0.059743399758218615,4.182037983075303e-5,40
LL fishery,Sex combined,2008,41,4,0.0026,1532,25643,0.059743399758218615,1.553328393713684e-4,41
LL fishery,Sex combined,2008,42,30,0.0196,1532,25643,0.059743399758218615,0.0011709706352610847,42
LL fishery,Sex combined,2009,2,0,0,NA,NA,NA,NA,2
LL fishery,Sex combined,2009,3,0,0,NA,NA,NA,NA,3
LL fishery,Sex combined,2009,4,1,6e-4,1560,25643,0.06083531568069259,3.650118940841555e-5,4
LL fishery,Sex combined,2009,5,9,0.0058,1560,25643,0.06083531568069259,3.52844830948017e-4,5
LL fishery,Sex combined,2009,6,32,0.0205,1560,25643,0.06083531568069259,0.001247123971454198,6
LL fishery,Sex combined,2009,7,42,0.0269,1560,25643,0.06083531568069259,0.0016364699918106306,7
LL fishery,Sex combined,2009,8,56,0.0359,1560,25643,0.06083531568069259,0.002183987832936864,8
LL fishery,Sex combined,2009,9,63,0.0404,1560,25643,0.06083531568069259,0.0024577467534999805,9
LL fishery,Sex combined,2009,10,89,0.0571,1560,25643,0.06083531568069259,0.0034736965253675464,10
LL fishery,Sex combined,2009,11,144,0.0923,1560,25643,0.06083531568069259,0.005615099637327925,11
LL fishery,Sex combined,2009,12,118,0.0756,1560,25643,0.06083531568069259,0.00459914986546036,12
LL fishery,Sex combined,2009,13,120,0.0769,1560,25643,0.06083531568069259,0.00467823577584526,13
LL fishery,Sex combined,2009,14,107,0.0686,1560,25643,0.06083531568069259,0.004173302655695511,14
LL fishery,Sex combined,2009,15,99,0.0635,1560,25643,0.06083531568069259,0.003863042545723979,15
LL fishery,Sex combined,2009,16,74,0.0474,1560,25643,0.06083531568069259,0.0028835939632648284,16
LL fishery,Sex combined,2009,17,64,0.041,1560,25643,0.06083531568069259,0.002494247942908396,17
LL fishery,Sex combined,2009,18,49,0.0314,1560,25643,0.06083531568069259,0.001910228912373747,18
LL fishery,Sex combined,2009,19,38,0.0244,1560,25643,0.06083531568069259,0.0014843817026088991,19
LL fishery,Sex combined,2009,20,33,0.0212,1560,25643,0.06083531568069259,0.0012897086924306828,20
LL fishery,Sex combined,2009,21,27,0.0173,1560,25643,0.06083531568069259,0.0010524509612759817,21
LL fishery,Sex combined,2009,22,25,0.016,1560,25643,0.06083531568069259,9.733650508910814e-4,22
LL fishery,Sex combined,2009,23,16,0.0103,1560,25643,0.06083531568069259,6.266037515111337e-4,23
LL fishery,Sex combined,2009,24,17,0.0109,1560,25643,0.06083531568069259,6.631049409195492e-4,24
LL fishery,Sex combined,2009,25,21,0.0135,1560,25643,0.06083531568069259,8.2127676168935e-4,25
LL fishery,Sex combined,2009,26,18,0.0115,1560,25643,0.06083531568069259,6.996061303279648e-4,26
LL fishery,Sex combined,2009,27,24,0.0154,1560,25643,0.06083531568069259,9.368638614826658e-4,27
LL fishery,Sex combined,2009,28,27,0.0173,1560,25643,0.06083531568069259,0.0010524509612759817,28
LL fishery,Sex combined,2009,29,27,0.0173,1560,25643,0.06083531568069259,0.0010524509612759817,29
LL fishery,Sex combined,2009,30,19,0.0122,1560,25643,0.06083531568069259,7.421908513044496e-4,30
LL fishery,Sex combined,2009,31,16,0.0103,1560,25643,0.06083531568069259,6.266037515111337e-4,31
LL fishery,Sex combined,2009,32,37,0.0237,1560,25643,0.06083531568069259,0.0014417969816324142,32
LL fishery,Sex combined,2009,33,22,0.0141,1560,25643,0.06083531568069259,8.577779510977654e-4,33
LL fishery,Sex combined,2009,34,19,0.0122,1560,25643,0.06083531568069259,7.421908513044496e-4,34
LL fishery,Sex combined,2009,35,14,0.009,1560,25643,0.06083531568069259,5.475178411262332e-4,35
LL fishery,Sex combined,2009,36,18,0.0115,1560,25643,0.06083531568069259,6.996061303279648e-4,36
LL fishery,Sex combined,2009,37,7,0.0045,1560,25643,0.06083531568069259,2.737589205631166e-4,37
LL fishery,Sex combined,2009,38,6,0.0038,1560,25643,0.06083531568069259,2.3117419958663184e-4,38
LL fishery,Sex combined,2009,39,10,0.0064,1560,25643,0.06083531568069259,3.8934602035643257e-4,39
LL fishery,Sex combined,2009,40,6,0.0038,1560,25643,0.06083531568069259,2.3117419958663184e-4,40
LL fishery,Sex combined,2009,41,0,0,NA,NA,NA,NA,41
LL fishery,Sex combined,2009,42,46,0.0295,1560,25643,0.06083531568069259,0.0017946418125804311,42
LL fishery,Sex combined,2010,2,1,7e-4,1528,25643,0.05958741176929377,4.1711188238505635e-5,2
LL fishery,Sex combined,2010,3,6,0.0039,1528,25643,0.05958741176929377,2.3239090590024568e-4,3
LL fishery,Sex combined,2010,4,19,0.0124,1528,25643,0.05958741176929377,7.388839059392426e-4,4
LL fishery,Sex combined,2010,5,25,0.0164,1528,25643,0.05958741176929377,9.77233553016418e-4,5
LL fishery,Sex combined,2010,6,42,0.0275,1528,25643,0.05958741176929377,0.0016386538236555785,6
LL fishery,Sex combined,2010,7,51,0.0334,1528,25643,0.05958741176929377,0.001990219553094412,7
LL fishery,Sex combined,2010,8,69,0.0452,1528,25643,0.05958741176929377,0.002693351011972078,8
LL fishery,Sex combined,2010,9,89,0.0582,1528,25643,0.05958741176929377,0.0034679873649728975,9
LL fishery,Sex combined,2010,10,105,0.0687,1528,25643,0.05958741176929377,0.0040936551885504815,10
LL fishery,Sex combined,2010,11,117,0.0766,1528,25643,0.05958741176929377,0.004564395741527903,11
LL fishery,Sex combined,2010,12,120,0.0785,1528,25643,0.05958741176929377,0.004677611823889561,12
LL fishery,Sex combined,2010,13,114,0.0746,1528,25643,0.05958741176929377,0.004445220917989315,13
LL fishery,Sex combined,2010,14,77,0.0504,1528,25643,0.05958741176929377,0.003003205553172406,14
LL fishery,Sex combined,2010,15,85,0.0556,1528,25643,0.05958741176929377,0.003313060094372733,15
LL fishery,Sex combined,2010,16,60,0.0393,1528,25643,0.05958741176929377,0.0023417852825332454,16
LL fishery,Sex combined,2010,17,37,0.0242,1528,25643,0.05958741176929377,0.0014420153648169092,17
LL fishery,Sex combined,2010,18,40,0.0262,1528,25643,0.05958741176929377,0.0015611901883554968,18
LL fishery,Sex combined,2010,19,19,0.0124,1528,25643,0.05958741176929377,7.388839059392426e-4,19
LL fishery,Sex combined,2010,20,17,0.0111,1528,25643,0.05958741176929377,6.614202706391608e-4,20
LL fishery,Sex combined,2010,21,25,0.0164,1528,25643,0.05958741176929377,9.77233553016418e-4,21
LL fishery,Sex combined,2010,22,17,0.0111,1528,25643,0.05958741176929377,6.614202706391608e-4,22
LL fishery,Sex combined,2010,23,13,0.0085,1528,25643,0.05958741176929377,5.06493000038997e-4,23
LL fishery,Sex combined,2010,24,23,0.0151,1528,25643,0.05958741176929377,8.997699177163359e-4,24
LL fishery,Sex combined,2010,25,13,0.0085,1528,25643,0.05958741176929377,5.06493000038997e-4,25
LL fishery,Sex combined,2010,26,19,0.0124,1528,25643,0.05958741176929377,7.388839059392426e-4,26
LL fishery,Sex combined,2010,27,27,0.0177,1528,25643,0.05958741176929377,0.0010546971883164996,27
LL fishery,Sex combined,2010,28,12,0.0079,1528,25643,0.05958741176929377,4.7074055297742083e-4,28
LL fishery,Sex combined,2010,29,24,0.0157,1528,25643,0.05958741176929377,9.35522364777912e-4,29
LL fishery,Sex combined,2010,30,21,0.0137,1528,25643,0.05958741176929377,8.163475412393247e-4,30
LL fishery,Sex combined,2010,31,25,0.0164,1528,25643,0.05958741176929377,9.77233553016418e-4,31
LL fishery,Sex combined,2010,32,25,0.0164,1528,25643,0.05958741176929377,9.77233553016418e-4,32
LL fishery,Sex combined,2010,33,27,0.0177,1528,25643,0.05958741176929377,0.0010546971883164996,33
LL fishery,Sex combined,2010,34,23,0.0151,1528,25643,0.05958741176929377,8.997699177163359e-4,34
LL fishery,Sex combined,2010,35,30,0.0196,1528,25643,0.05958741176929377,0.0011679132706781579,35
LL fishery,Sex combined,2010,36,15,0.0098,1528,25643,0.05958741176929377,5.839566353390789e-4,36
LL fishery,Sex combined,2010,37,10,0.0065,1528,25643,0.05958741176929377,3.873181765004095e-4,37
LL fishery,Sex combined,2010,38,9,0.0059,1528,25643,0.05958741176929377,3.515657294388332e-4,38
LL fishery,Sex combined,2010,39,14,0.0092,1528,25643,0.05958741176929377,5.482041882775027e-4,39
LL fishery,Sex combined,2010,40,7,0.0046,1528,25643,0.05958741176929377,2.7410209413875135e-4,40
LL fishery,Sex combined,2010,41,10,0.0065,1528,25643,0.05958741176929377,3.873181765004095e-4,41
LL fishery,Sex combined,2010,42,46,0.0301,1528,25643,0.05958741176929377,0.0017935810942557424,42
LL fishery,Sex combined,2011,2,0,0,NA,NA,NA,NA,2
LL fishery,Sex combined,2011,3,4,0.0027,1466,25643,0.05716959794095854,1.5435791444058807e-4,3
LL fishery,Sex combined,2011,4,13,0.0089,1466,25643,0.05716959794095854,5.08809421674531e-4,4
LL fishery,Sex combined,2011,5,21,0.0143,1466,25643,0.05716959794095854,8.175252505557072e-4,5
LL fishery,Sex combined,2011,6,38,0.0259,1466,25643,0.05716959794095854,0.0014806925866708263,6
LL fishery,Sex combined,2011,7,45,0.0307,1466,25643,0.05716959794095854,0.0017551066567874274,7
LL fishery,Sex combined,2011,8,51,0.0348,1466,25643,0.05716959794095854,0.001989502008345357,8
LL fishery,Sex combined,2011,9,63,0.043,1466,25643,0.05716959794095854,0.002458292711461217,9
LL fishery,Sex combined,2011,10,63,0.043,1466,25643,0.05716959794095854,0.002458292711461217,10
LL fishery,Sex combined,2011,11,69,0.0471,1466,25643,0.05716959794095854,0.0026926880630191476,11
LL fishery,Sex combined,2011,12,80,0.0546,1466,25643,0.05716959794095854,0.0031214600475763365,12
LL fishery,Sex combined,2011,13,114,0.0778,1466,25643,0.05716959794095854,0.004447794719806574,13
LL fishery,Sex combined,2011,14,79,0.053900000000000003,1466,25643,0.05716959794095854,0.003081441329017666,14
LL fishery,Sex combined,2011,15,110,0.075,1466,25643,0.05716959794095854,0.004287719845571891,15
LL fishery,Sex combined,2011,16,97,0.0662,1466,25643,0.05716959794095854,0.0037846273836914554,16
LL fishery,Sex combined,2011,17,68,0.0464,1466,25643,0.05716959794095854,0.002652669344460476,17
LL fishery,Sex combined,2011,18,61,0.0416,1466,25643,0.05716959794095854,0.0023782552743438754,18
LL fishery,Sex combined,2011,19,52,0.0355,1466,25643,0.05716959794095854,0.0020295207269040282,19
LL fishery,Sex combined,2011,20,39,0.0266,1466,25643,0.05716959794095854,0.0015207113052294972,20
LL fishery,Sex combined,2011,21,26,0.0177,1466,25643,0.05716959794095854,0.0010119018835549663,21
LL fishery,Sex combined,2011,22,25,0.0171,1466,25643,0.05716959794095854,9.77600124790391e-4,22
LL fishery,Sex combined,2011,23,14,0.0095,1466,25643,0.05716959794095854,5.431111804391061e-4,23
LL fishery,Sex combined,2011,24,12,0.0082,1466,25643,0.05716959794095854,4.687907031158601e-4,24
LL fishery,Sex combined,2011,25,13,0.0089,1466,25643,0.05716959794095854,5.08809421674531e-4,25
LL fishery,Sex combined,2011,26,22,0.015,1466,25643,0.05716959794095854,8.575439691143782e-4,26
LL fishery,Sex combined,2011,27,15,0.0102,1466,25643,0.05716959794095854,5.831298989977772e-4,27
LL fishery,Sex combined,2011,28,25,0.0171,1466,25643,0.05716959794095854,9.77600124790391e-4,28
LL fishery,Sex combined,2011,29,16,0.0109,1466,25643,0.05716959794095854,6.231486175564482e-4,29
LL fishery,Sex combined,2011,30,21,0.0143,1466,25643,0.05716959794095854,8.175252505557072e-4,30
LL fishery,Sex combined,2011,31,20,0.0136,1466,25643,0.05716959794095854,7.775065319970361e-4,31
LL fishery,Sex combined,2011,32,27,0.0184,1466,25643,0.05716959794095854,0.0010519206021136372,32
LL fishery,Sex combined,2011,33,17,0.0116,1466,25643,0.05716959794095854,6.63167336115119e-4,33
LL fishery,Sex combined,2011,34,18,0.0123,1466,25643,0.05716959794095854,7.031860546737901e-4,34
LL fishery,Sex combined,2011,35,16,0.0109,1466,25643,0.05716959794095854,6.231486175564482e-4,35
LL fishery,Sex combined,2011,36,16,0.0109,1466,25643,0.05716959794095854,6.231486175564482e-4,36
LL fishery,Sex combined,2011,37,15,0.0102,1466,25643,0.05716959794095854,5.831298989977772e-4,37
LL fishery,Sex combined,2011,38,16,0.0109,1466,25643,0.05716959794095854,6.231486175564482e-4,38
LL fishery,Sex combined,2011,39,10,0.0068,1466,25643,0.05716959794095854,3.8875326599851806e-4,39
LL fishery,Sex combined,2011,40,4,0.0027,1466,25643,0.05716959794095854,1.5435791444058807e-4,40
LL fishery,Sex combined,2011,41,7,0.0048,1466,25643,0.05716959794095854,2.74414070116601e-4,41
LL fishery,Sex combined,2011,42,44,0.03,1466,25643,0.05716959794095854,0.0017150879382287563,42
LL fishery,Sex combined,2012,2,1,7e-4,1524,25643,0.05943142378036891,4.1601996646258236e-5,2
LL fishery,Sex combined,2012,3,19,0.0125,1524,25643,0.05943142378036891,7.428927972546115e-4,3
LL fishery,Sex combined,2012,4,39,0.0256,1524,25643,0.05943142378036891,0.0015214444487774443,4
LL fishery,Sex combined,2012,5,59,0.0387,1524,25643,0.05943142378036891,0.0022999961003002767,5
LL fishery,Sex combined,2012,6,59,0.0387,1524,25643,0.05943142378036891,0.0022999961003002767,6
LL fishery,Sex combined,2012,7,57,0.0374,1524,25643,0.05943142378036891,0.0022227352493857976,7
LL fishery,Sex combined,2012,8,77,0.0505,1524,25643,0.05943142378036891,0.0030012869009086304,8
LL fishery,Sex combined,2012,9,69,0.0453,1524,25643,0.05943142378036891,0.002692243497250712,9
LL fishery,Sex combined,2012,10,80,0.0525,1524,25643,0.05943142378036891,0.0031201497484693677,10
LL fishery,Sex combined,2012,11,84,0.0551,1524,25643,0.05943142378036891,0.003274671450298327,11
LL fishery,Sex combined,2012,12,97,0.0636,1524,25643,0.05943142378036891,0.003779838552431463,12
LL fishery,Sex combined,2012,13,99,0.065,1524,25643,0.05943142378036891,0.0038630425457239796,13
LL fishery,Sex combined,2012,14,110,0.0722,1524,25643,0.05943142378036891,0.004290948796942635,14
LL fishery,Sex combined,2012,15,95,0.0623,1524,25643,0.05943142378036891,0.0037025777015169833,15
LL fishery,Sex combined,2012,16,74,0.0486,1524,25643,0.05943142378036891,0.002888367195725929,16
LL fishery,Sex combined,2012,17,54,0.0354,1524,25643,0.05943142378036891,0.0021038724018250595,17
LL fishery,Sex combined,2012,18,38,0.0249,1524,25643,0.05943142378036891,0.0014798424521311859,18
LL fishery,Sex combined,2012,19,33,0.0217,1524,25643,0.05943142378036891,0.0012896618960340053,19
LL fishery,Sex combined,2012,20,22,0.0144,1524,25643,0.05943142378036891,8.558125024373123e-4,20
LL fishery,Sex combined,2012,21,20,0.0131,1524,25643,0.05943142378036891,7.785516515228328e-4,21
LL fishery,Sex combined,2012,22,18,0.0118,1524,25643,0.05943142378036891,7.012908006083532e-4,22
LL fishery,Sex combined,2012,23,15,0.0098,1524,25643,0.05943142378036891,5.824279530476153e-4,23
LL fishery,Sex combined,2012,24,13,0.0085,1524,25643,0.05943142378036891,5.051671021331358e-4,24
LL fishery,Sex combined,2012,25,15,0.0098,1524,25643,0.05943142378036891,5.824279530476153e-4,25
LL fishery,Sex combined,2012,26,14,0.0092,1524,25643,0.05943142378036891,5.46769098779394e-4,26
LL fishery,Sex combined,2012,27,20,0.0131,1524,25643,0.05943142378036891,7.785516515228328e-4,27
LL fishery,Sex combined,2012,28,17,0.0112,1524,25643,0.05943142378036891,6.656319463401318e-4,28
LL fishery,Sex combined,2012,29,18,0.0118,1524,25643,0.05943142378036891,7.012908006083532e-4,29
LL fishery,Sex combined,2012,30,24,0.0157,1524,25643,0.05943142378036891,9.330733533517918e-4,30
LL fishery,Sex combined,2012,31,39,0.0256,1524,25643,0.05943142378036891,0.0015214444487774443,31
LL fishery,Sex combined,2012,32,21,0.0138,1524,25643,0.05943142378036891,8.20153648169091e-4,32
LL fishery,Sex combined,2012,33,21,0.0138,1524,25643,0.05943142378036891,8.20153648169091e-4,33
LL fishery,Sex combined,2012,34,11,0.0072,1524,25643,0.05943142378036891,4.2790625121865615e-4,34
LL fishery,Sex combined,2012,35,15,0.0098,1524,25643,0.05943142378036891,5.824279530476153e-4,35
LL fishery,Sex combined,2012,36,24,0.0157,1524,25643,0.05943142378036891,9.330733533517918e-4,36
LL fishery,Sex combined,2012,37,13,0.0085,1524,25643,0.05943142378036891,5.051671021331358e-4,37
LL fishery,Sex combined,2012,38,9,0.0059,1524,25643,0.05943142378036891,3.506454003041766e-4,38
LL fishery,Sex combined,2012,39,6,0.0039,1524,25643,0.05943142378036891,2.3178255274343876e-4,39
LL fishery,Sex combined,2012,40,3,0.002,1524,25643,0.05943142378036891,1.1886284756073782e-4,40
LL fishery,Sex combined,2012,41,2,0.0013,1524,25643,0.05943142378036891,7.726085091447959e-5,41
LL fishery,Sex combined,2012,42,20,0.0131,1524,25643,0.05943142378036891,7.785516515228328e-4,42
LL fishery,Sex combined,2013,2,0,0,NA,NA,NA,NA,2
LL fishery,Sex combined,2013,3,2,0.0015,1310,25643,0.05108606637288929,7.662909955933394e-5,3
LL fishery,Sex combined,2013,4,24,0.0183,1310,25643,0.05108606637288929,9.34875014623874e-4,4
LL fishery,Sex combined,2013,5,44,0.0336,1310,25643,0.05108606637288929,0.00171649183012908,5
LL fishery,Sex combined,2013,6,58,0.0443,1310,25643,0.05108606637288929,0.0022631127403189956,6
LL fishery,Sex combined,2013,7,60,0.0458,1310,25643,0.05108606637288929,0.0023397418398783294,7
LL fishery,Sex combined,2013,8,50,0.0382,1310,25643,0.05108606637288929,0.0019514877354443708,8
LL fishery,Sex combined,2013,9,74,0.0565,1310,25643,0.05108606637288929,0.002886362750068245,9
LL fishery,Sex combined,2013,10,73,0.0557,1310,25643,0.05108606637288929,0.0028454938969699334,10
LL fishery,Sex combined,2013,11,65,0.0496,1310,25643,0.05108606637288929,0.0025338688920953085,11
LL fishery,Sex combined,2013,12,83,0.0634,1310,25643,0.05108606637288929,0.003238856608041181,12
LL fishery,Sex combined,2013,13,60,0.0458,1310,25643,0.05108606637288929,0.0023397418398783294,13
LL fishery,Sex combined,2013,14,76,0.058,1310,25643,0.05108606637288929,0.0029629918496275787,14
LL fishery,Sex combined,2013,15,72,0.055,1310,25643,0.05108606637288929,0.002809733650508911,15
LL fishery,Sex combined,2013,16,70,0.0534,1310,25643,0.05108606637288929,0.002727995944312288,16
LL fishery,Sex combined,2013,17,71,0.0542,1310,25643,0.05108606637288929,0.002768864797410599,17
LL fishery,Sex combined,2013,18,29,0.0221,1310,25643,0.05108606637288929,0.0011290020668408534,18
LL fishery,Sex combined,2013,19,29,0.0221,1310,25643,0.05108606637288929,0.0011290020668408534,19
LL fishery,Sex combined,2013,20,32,0.0244,1310,25643,0.05108606637288929,0.0012465000194984987,20
LL fishery,Sex combined,2013,21,22,0.0168,1310,25643,0.05108606637288929,8.5824591506454e-4,21
LL fishery,Sex combined,2013,22,23,0.0176,1310,25643,0.05108606637288929,8.991147681628515e-4,22
LL fishery,Sex combined,2013,23,20,0.0153,1310,25643,0.05108606637288929,7.816168155052061e-4,23
LL fishery,Sex combined,2013,24,15,0.0115,1310,25643,0.05108606637288929,5.874897632882269e-4,24
LL fishery,Sex combined,2013,25,8,0.0061,1310,25643,0.05108606637288929,3.116250048746247e-4,25
LL fishery,Sex combined,2013,26,22,0.0168,1310,25643,0.05108606637288929,8.5824591506454e-4,26
LL fishery,Sex combined,2013,27,29,0.0221,1310,25643,0.05108606637288929,0.0011290020668408534,27
LL fishery,Sex combined,2013,28,20,0.0153,1310,25643,0.05108606637288929,7.816168155052061e-4,28
LL fishery,Sex combined,2013,29,21,0.016,1310,25643,0.05108606637288929,8.173770619662286e-4,29
LL fishery,Sex combined,2013,30,21,0.016,1310,25643,0.05108606637288929,8.173770619662286e-4,30
LL fishery,Sex combined,2013,31,19,0.0145,1310,25643,0.05108606637288929,7.407479624068947e-4,31
LL fishery,Sex combined,2013,32,19,0.0145,1310,25643,0.05108606637288929,7.407479624068947e-4,32
LL fishery,Sex combined,2013,33,11,0.0084,1310,25643,0.05108606637288929,4.2912295753227e-4,33
LL fishery,Sex combined,2013,34,17,0.013,1310,25643,0.05108606637288929,6.641188628475608e-4,34
LL fishery,Sex combined,2013,35,12,0.0092,1310,25643,0.05108606637288929,4.6999181063058144e-4,35
LL fishery,Sex combined,2013,36,13,0.0099,1310,25643,0.05108606637288929,5.05752057091604e-4,36
LL fishery,Sex combined,2013,37,9,0.0069,1310,25643,0.05108606637288929,3.524938579729361e-4,37
LL fishery,Sex combined,2013,38,7,0.0053,1310,25643,0.05108606637288929,2.7075615177631323e-4,38
LL fishery,Sex combined,2013,39,4,0.0031,1310,25643,0.05108606637288929,1.5836680575595678e-4,39
LL fishery,Sex combined,2013,40,4,0.0031,1310,25643,0.05108606637288929,1.5836680575595678e-4,40
LL fishery,Sex combined,2013,41,2,0.0015,1310,25643,0.05108606637288929,7.662909955933394e-5,41
LL fishery,Sex combined,2013,42,20,0.0153,1310,25643,0.05108606637288929,7.816168155052061e-4,42
LL fishery,Sex combined,2014,2,0,0,NA,NA,NA,NA,2
LL fishery,Sex combined,2014,3,0,0,NA,NA,NA,NA,3
LL fishery,Sex combined,2014,4,6,0.0045,1338,25643,0.05217798229536326,2.3480092032913464e-4,4
LL fishery,Sex combined,2014,5,28,0.0209,1338,25643,0.05217798229536326,0.001090519829973092,5
LL fishery,Sex combined,2014,6,55,0.0411,1338,25643,0.05217798229536326,0.0021445150723394296,6
LL fishery,Sex combined,2014,7,79,0.059,1338,25643,0.05217798229536326,0.003078500955426432,7
LL fishery,Sex combined,2014,8,72,0.0538,1338,25643,0.05217798229536326,0.002807175447490543,8
LL fishery,Sex combined,2014,9,63,0.0471,1338,25643,0.05217798229536326,0.00245758296611161,9
LL fishery,Sex combined,2014,10,63,0.0471,1338,25643,0.05217798229536326,0.00245758296611161,10
LL fishery,Sex combined,2014,11,68,0.0508,1338,25643,0.05217798229536326,0.0026506415006044533,11
LL fishery,Sex combined,2014,12,85,0.0635,1338,25643,0.05217798229536326,0.003313301875755567,12
LL fishery,Sex combined,2014,13,65,0.0486,1338,25643,0.05217798229536326,0.0025358499395546543,13
LL fishery,Sex combined,2014,14,78,0.0583,1338,25643,0.05217798229536326,0.003041976367819678,14
LL fishery,Sex combined,2014,15,69,0.0516,1338,25643,0.05217798229536326,0.002692383886440744,15
LL fishery,Sex combined,2014,16,78,0.0583,1338,25643,0.05217798229536326,0.003041976367819678,16
LL fishery,Sex combined,2014,17,57,0.0426,1338,25643,0.05217798229536326,0.002222782045782475,17
LL fishery,Sex combined,2014,18,41,0.0306,1338,25643,0.05217798229536326,0.0015966462582381157,18
LL fishery,Sex combined,2014,19,42,0.0314,1338,25643,0.05217798229536326,0.0016383886440744062,19
LL fishery,Sex combined,2014,20,16,0.012,1338,25643,0.05217798229536326,6.261357875443591e-4,20
LL fishery,Sex combined,2014,21,26,0.0194,1338,25643,0.05217798229536326,0.0010122528565300474,21
LL fishery,Sex combined,2014,22,19,0.0142,1338,25643,0.05217798229536326,7.409273485941584e-4,22
LL fishery,Sex combined,2014,23,17,0.0127,1338,25643,0.05217798229536326,6.626603751511133e-4,23
LL fishery,Sex combined,2014,24,13,0.0097,1338,25643,0.05217798229536326,5.061264282650237e-4,24
LL fishery,Sex combined,2014,25,11,0.0082,1338,25643,0.05217798229536326,4.2785945482197874e-4,25
LL fishery,Sex combined,2014,26,21,0.0157,1338,25643,0.05217798229536326,8.191943220372031e-4,26
LL fishery,Sex combined,2014,27,20,0.0149,1338,25643,0.05217798229536326,7.774519362009126e-4,27
LL fishery,Sex combined,2014,28,41,0.0306,1338,25643,0.05217798229536326,0.0015966462582381157,28
LL fishery,Sex combined,2014,29,27,0.0202,1338,25643,0.05217798229536326,0.0010539952423663378,29
LL fishery,Sex combined,2014,30,33,0.0247,1338,25643,0.05217798229536326,0.0012887961626954726,30
LL fishery,Sex combined,2014,31,20,0.0149,1338,25643,0.05217798229536326,7.774519362009126e-4,31
LL fishery,Sex combined,2014,32,24,0.0179,1338,25643,0.05217798229536326,9.339858830870023e-4,32
LL fishery,Sex combined,2014,33,19,0.0142,1338,25643,0.05217798229536326,7.409273485941584e-4,33
LL fishery,Sex combined,2014,34,26,0.0194,1338,25643,0.05217798229536326,0.0010122528565300474,34
LL fishery,Sex combined,2014,35,12,0.009,1338,25643,0.05217798229536326,4.696018406582693e-4,35
LL fishery,Sex combined,2014,36,4,0.003,1338,25643,0.05217798229536326,1.565339468860898e-4,36
LL fishery,Sex combined,2014,37,9,0.0067,1338,25643,0.05217798229536326,3.4959248137893386e-4,37
LL fishery,Sex combined,2014,38,6,0.0045,1338,25643,0.05217798229536326,2.3480092032913464e-4,38
LL fishery,Sex combined,2014,39,5,0.0037,1338,25643,0.05217798229536326,1.9305853449284408e-4,39
LL fishery,Sex combined,2014,40,3,0.0022,1338,25643,0.05217798229536326,1.1479156104979918e-4,40
LL fishery,Sex combined,2014,41,4,0.003,1338,25643,0.05217798229536326,1.565339468860898e-4,41
